generation,solution_id,fft_size,s0_mult,s0_add,s1_mult,s1_add,s2_mult,s2_add,s3_mult,s3_add,s4_mult,s4_add,power_W,area_LUTs,lutrams,dsps,brams,ffs,sqnr_dB,norm_latency,crit_delay_ns,meets_timing,avg_exec_cycles,tot_sim_cycles,fp4_mult_pct,fp8_mult_pct,fp4_add_pct,fp8_add_pct
210,26,32,0,0,1,1,1,1,1,1,0,1,0.035000,1374,73,10,4,149,13.6700,0.4611,36.886,1,143,2992,40.0,60.0,20.0,80.0
210,27,32,0,0,1,0,1,1,0,0,1,1,0.033000,1410,73,10,4,149,10.6600,0.4444,35.554,1,143,2992,40.0,60.0,60.0,40.0
211,4,32,1,1,1,1,1,1,1,0,0,1,0.037000,1378,73,10,4,149,5.8300,0.4577,36.616,1,143,2992,20.0,80.0,20.0,80.0
211,6,32,0,0,1,1,0,1,0,1,0,1,0.035000,1374,73,10,4,149,12.1700,0.4611,36.886,1,143,2992,80.0,20.0,20.0,80.0
211,9,32,0,0,0,1,0,1,0,1,1,0,0.028000,1397,73,10,4,149,10.2000,0.4444,35.550,1,143,2992,80.0,20.0,40.0,60.0
211,11,32,0,0,1,0,0,1,0,1,1,1,0.034000,1380,73,10,4,149,13.0600,0.4613,36.903,1,143,2992,60.0,40.0,40.0,60.0
211,12,32,0,0,0,0,1,0,0,1,1,1,0.032000,1391,73,10,4,149,10.7200,0.4610,36.879,1,143,2992,60.0,40.0,60.0,40.0
211,13,32,0,0,1,0,0,1,0,0,0,1,0.033000,1392,73,10,4,149,10.4500,0.4444,35.550,1,143,2992,80.0,20.0,60.0,40.0
211,14,32,1,0,0,0,0,1,1,1,1,0,0.028000,1401,73,10,4,149,10.7200,0.4450,35.598,1,143,2992,40.0,60.0,60.0,40.0
211,15,32,0,0,0,0,1,1,0,0,0,1,0.033000,1386,73,10,4,149,10.2800,0.4443,35.543,1,143,2992,80.0,20.0,60.0,40.0
211,20,32,1,0,0,0,1,1,1,1,1,0,0.028000,1400,73,10,4,149,10.9100,0.4450,35.598,1,143,2992,20.0,80.0,60.0,40.0
211,21,32,0,0,0,0,0,1,0,0,0,1,0.030000,832,51,6,4,129,10.4500,0.3151,25.208,1,143,2992,100.0,0.0,60.0,40.0
211,22,32,1,0,1,0,1,1,1,1,0,0,0.028000,1397,72,10,4,147,10.5900,0.4460,35.680,1,143,2992,20.0,80.0,60.0,40.0
211,26,32,1,0,1,0,1,1,1,1,1,0,0.029000,1403,73,10,4,149,10.9100,0.4450,35.598,1,143,2992,0.0,100.0,60.0,40.0
211,28,32,0,0,0,1,1,1,0,1,0,1,0.035000,1374,73,10,4,149,11.9600,0.4611,36.886,1,143,2992,80.0,20.0,20.0,80.0
212,0,32,0,0,0,1,0,1,0,0,0,1,0.032000,827,51,6,4,129,10.4500,0.3151,25.212,1,143,2992,100.0,0.0,40.0,60.0
212,1,32,0,0,1,0,0,1,1,1,0,1,0.034000,1383,73,10,4,149,12.7800,0.4613,36.903,1,143,2992,60.0,40.0,40.0,60.0
212,3,32,0,0,0,0,1,1,0,1,0,1,0.034000,1370,73,10,4,149,11.9600,0.4611,36.886,1,143,2992,80.0,20.0,40.0,60.0
212,4,32,0,0,0,1,0,1,1,1,1,0,0.028000,1415,73,10,4,149,10.7200,0.4444,35.554,1,143,2992,60.0,40.0,40.0,60.0
212,6,32,1,0,0,0,0,1,1,1,0,0,0.027000,1404,73,10,4,149,10.5300,0.4450,35.598,1,143,2992,60.0,40.0,60.0,40.0
212,7,32,0,0,0,0,0,0,0,1,0,1,0.030000,833,51,6,4,129,10.6200,0.3151,25.212,1,143,2992,100.0,0.0,60.0,40.0
212,10,32,0,0,1,1,1,0,0,0,1,1,0.032000,1379,73,10,4,149,10.2500,0.4613,36.903,1,143,2992,40.0,60.0,60.0,40.0
212,11,32,0,0,1,1,0,1,1,1,1,0,0.028000,1415,73,10,4,149,10.7200,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
212,13,32,0,0,1,1,1,1,0,1,1,1,0.036000,1375,73,10,4,149,12.9300,0.4608,36.862,1,143,2992,40.0,60.0,20.0,80.0
212,16,32,0,0,1,1,0,1,0,1,1,0,0.028000,1415,73,10,4,149,10.2000,0.4444,35.554,1,143,2992,60.0,40.0,40.0,60.0
212,18,32,0,0,0,0,1,1,1,1,0,0,0.026000,1319,72,10,4,147,10.5900,0.4395,35.161,1,143,2992,60.0,40.0,60.0,40.0
212,20,32,0,0,0,0,0,1,0,0,1,0,0.028000,1392,73,10,4,149,10.0600,0.4444,35.550,1,143,2992,80.0,20.0,80.0,20.0
212,26,32,0,0,0,0,0,1,0,1,1,0,0.027000,1388,73,10,4,149,10.2000,0.4449,35.594,1,143,2992,80.0,20.0,60.0,40.0
212,27,32,1,0,0,0,1,1,0,0,1,0,0.028000,1407,73,10,4,149,9.7000,0.4444,35.554,1,143,2992,40.0,60.0,80.0,20.0
212,29,32,1,0,1,1,1,1,0,1,0,1,0.035000,1384,73,10,4,149,11.9600,0.4613,36.903,1,143,2992,40.0,60.0,20.0,80.0
213,0,32,0,0,0,0,0,1,1,1,0,0,0.028000,1380,73,10,4,149,10.5300,0.4448,35.587,1,143,2992,80.0,20.0,60.0,40.0
213,5,32,0,0,1,1,1,0,1,1,1,1,0.034000,1379,73,10,4,149,11.1600,0.4613,36.903,1,143,2992,20.0,80.0,40.0,60.0
213,6,32,0,0,0,1,1,0,0,0,0,1,0.033000,1392,73,10,4,149,9.9300,0.4444,35.550,1,143,2992,80.0,20.0,60.0,40.0
213,7,32,0,0,0,1,0,1,0,1,0,0,0.027000,836,51,6,4,129,9.8200,0.3151,25.208,1,143,2992,100.0,0.0,40.0,60.0
213,11,32,0,0,0,1,1,1,0,1,1,0,0.028000,1415,73,10,4,149,9.8300,0.4444,35.554,1,143,2992,60.0,40.0,40.0,60.0
213,13,32,0,0,1,1,0,0,1,1,1,1,0.035000,1322,73,10,4,149,11.1600,0.4394,35.151,1,143,2992,40.0,60.0,40.0,60.0
213,18,32,0,0,0,1,0,0,0,1,1,0,0.028000,1388,73,10,4,149,9.7800,0.4449,35.594,1,143,2992,80.0,20.0,60.0,40.0
213,20,32,0,0,0,0,0,0,1,0,0,1,0.028000,1392,73,10,4,149,9.9300,0.4444,35.550,1,143,2992,80.0,20.0,80.0,20.0
213,22,32,0,0,0,1,0,0,0,1,0,1,0.031000,825,51,6,4,129,10.6200,0.3151,25.207,1,143,2992,100.0,0.0,40.0,60.0
213,23,32,1,0,1,0,1,1,1,1,0,1,0.034000,1379,73,10,4,149,13.6700,0.4549,36.388,1,143,2992,20.0,80.0,40.0,60.0
213,28,32,1,1,1,1,0,1,1,1,1,0,0.035000,1399,73,10,4,149,11.4200,0.4444,35.552,1,143,2992,20.0,80.0,20.0,80.0
213,29,32,0,0,0,1,1,0,0,1,1,0,0.028000,1388,73,10,4,149,9.7800,0.4449,35.594,1,143,2992,60.0,40.0,60.0,40.0
214,0,32,1,0,0,0,0,0,0,1,0,1,0.032000,1386,73,10,4,149,10.6200,0.4439,35.516,1,143,2992,80.0,20.0,60.0,40.0
214,3,32,1,1,1,1,1,1,0,1,1,1,0.038000,1339,73,10,4,140,20.3500,0.4443,35.543,1,143,2992,20.0,80.0,0.0,100.0
214,5,32,1,1,1,1,1,1,1,0,1,1,0.038000,1379,73,10,4,149,7.4200,0.4610,36.879,1,143,2992,0.0,100.0,20.0,80.0
214,7,32,0,0,0,0,1,0,0,0,0,1,0.027000,1392,73,10,4,149,9.9300,0.4444,35.550,1,143,2992,80.0,20.0,80.0,20.0
214,12,32,1,0,0,1,0,1,0,1,1,0,0.028000,1398,73,10,4,149,10.2000,0.4444,35.550,1,143,2992,60.0,40.0,40.0,60.0
214,13,32,0,0,1,0,0,1,0,0,1,1,0.033000,1410,73,10,4,149,10.8600,0.4444,35.554,1,143,2992,60.0,40.0,60.0,40.0
214,15,32,1,1,1,1,1,0,1,1,1,1,0.039000,1410,73,10,4,149,9.2000,0.4444,35.554,1,143,2992,0.0,100.0,20.0,80.0
214,25,32,0,0,0,0,1,0,1,1,0,0,0.028000,1426,73,10,4,149,9.7300,0.4444,35.554,1,143,2992,60.0,40.0,80.0,20.0
214,28,32,0,0,0,1,1,1,0,0,0,1,0.033000,1370,73,10,4,149,10.2800,0.4611,36.886,1,143,2992,80.0,20.0,40.0,60.0
215,5,32,0,0,0,0,0,0,1,1,1,1,0.033000,1332,73,10,4,149,11.1600,0.4394,35.151,1,143,2992,60.0,40.0,60.0,40.0
215,7,32,1,1,1,0,1,0,1,1,1,0,0.029000,1415,73,10,4,149,10.5900,0.4444,35.554,1,143,2992,0.0,100.0,60.0,40.0
215,9,32,1,0,0,0,0,0,1,1,0,0,0.028000,1421,73,10,4,149,9.7300,0.4444,35.554,1,143,2992,60.0,40.0,80.0,20.0
215,12,32,1,0,0,1,1,1,0,1,1,0,0.028000,1412,73,10,4,149,9.8300,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
215,16,32,0,0,0,0,0,0,0,1,1,1,0.032000,1381,73,10,4,149,10.7200,0.4608,36.862,1,143,2992,80.0,20.0,60.0,40.0
215,23,32,1,1,1,1,1,0,1,0,1,0,0.028000,1403,73,10,4,149,10.2800,0.4450,35.598,1,143,2992,0.0,100.0,60.0,40.0
215,29,32,0,0,0,1,0,0,0,1,1,1,0.033000,1371,73,10,4,149,10.7200,0.4608,36.862,1,143,2992,80.0,20.0,40.0,60.0
216,0,32,1,1,0,0,1,1,1,1,0,0,0.027000,1321,73,10,4,149,10.7100,0.4395,35.161,1,143,2992,40.0,60.0,40.0,60.0
216,4,32,0,0,1,1,1,1,1,1,0,0,0.027000,1326,73,10,4,149,10.5900,0.4395,35.161,1,143,2992,40.0,60.0,40.0,60.0
216,18,32,0,0,1,0,0,1,1,1,1,0,0.028000,1404,73,10,4,149,10.7200,0.4450,35.598,1,143,2992,40.0,60.0,60.0,40.0
216,22,32,1,0,0,1,0,1,0,0,0,1,0.033000,1371,73,10,4,149,10.4500,0.4439,35.516,1,143,2992,80.0,20.0,40.0,60.0
216,24,32,1,1,0,0,0,1,0,0,0,1,0.035000,1386,73,10,4,149,3.9000,0.4443,35.543,1,143,2992,80.0,20.0,40.0,60.0
216,28,32,0,0,0,0,0,0,0,1,1,0,0.028000,1403,73,10,4,149,9.7800,0.4444,35.550,1,143,2992,80.0,20.0,80.0,20.0
217,3,32,1,0,0,0,0,1,0,1,0,1,0.034000,1375,73,10,4,149,12.1700,0.4439,35.516,1,143,2992,80.0,20.0,40.0,60.0
217,7,32,0,0,0,0,0,1,0,0,0,0,0.027000,832,51,6,4,129,9.5200,0.3151,25.208,1,143,2992,100.0,0.0,80.0,20.0
217,8,32,0,0,1,0,1,1,1,1,0,0,0.027000,1403,73,10,4,149,10.5900,0.4450,35.598,1,143,2992,40.0,60.0,60.0,40.0
217,10,32,1,1,0,0,1,1,0,1,0,1,0.037000,1391,73,10,4,149,5.9000,0.4443,35.543,1,143,2992,60.0,40.0,20.0,80.0
217,15,32,1,1,1,1,1,1,1,1,0,0,0.035000,1321,71,10,4,145,19.9200,0.4367,34.936,1,143,2992,20.0,80.0,20.0,80.0
217,22,32,0,0,0,0,0,0,0,0,0,1,0.026000,832,51,6,4,129,9.9300,0.3151,25.208,1,143,2992,100.0,0.0,80.0,20.0
217,28,32,1,1,0,0,0,0,0,1,0,1,0.035000,1374,73,10,4,149,3.9000,0.4611,36.886,1,143,2992,80.0,20.0,40.0,60.0
218,4,32,0,0,0,0,0,0,1,1,0,1,0.032000,1381,73,10,4,149,10.9200,0.4608,36.862,1,143,2992,80.0,20.0,60.0,40.0
218,5,32,1,1,0,0,0,1,1,0,0,1,0.035000,1410,73,10,4,149,4.1200,0.4444,35.554,1,143,2992,60.0,40.0,40.0,60.0
218,8,32,0,0,0,0,1,1,0,1,0,0,0.028000,1380,73,10,4,149,9.6300,0.4448,35.587,1,143,2992,80.0,20.0,60.0,40.0
218,16,32,1,1,1,1,1,1,0,1,0,0,0.034000,1376,73,10,4,149,11.1000,0.4443,35.541,1,143,2992,40.0,60.0,20.0,80.0
218,27,32,1,1,1,1,0,0,1,1,1,1,0.038000,1321,73,10,4,149,6.4400,0.4395,35.161,1,143,2992,20.0,80.0,20.0,80.0
219,8,32,1,1,0,0,1,1,1,0,1,0,0.028000,1403,73,10,4,149,10.3600,0.4450,35.598,1,143,2992,20.0,80.0,60.0,40.0
219,13,32,0,0,1,0,0,1,0,1,0,1,0.034000,1392,73,10,4,149,12.1700,0.4444,35.550,1,143,2992,80.0,20.0,40.0,60.0
219,14,32,0,0,0,0,1,1,0,1,1,0,0.028000,1404,73,10,4,149,9.8300,0.4450,35.598,1,143,2992,60.0,40.0,60.0,40.0
219,15,32,1,1,1,1,0,1,1,1,0,0,0.034000,1376,73,10,4,149,10.3600,0.4443,35.541,1,143,2992,40.0,60.0,20.0,80.0
219,23,32,0,0,1,1,1,1,0,1,0,1,0.035000,1369,73,10,4,149,11.9600,0.4611,36.886,1,143,2992,60.0,40.0,20.0,80.0
219,27,32,1,1,1,1,0,0,1,0,0,1,0.035000,1410,73,10,4,149,2.8100,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
220,4,32,1,1,0,0,0,1,1,1,0,0,0.028000,1386,73,10,4,149,10.4200,0.4443,35.543,1,143,2992,60.0,40.0,40.0,60.0
220,9,32,0,0,0,1,0,1,0,0,1,0,0.028000,1392,73,10,4,149,10.0600,0.4444,35.550,1,143,2992,80.0,20.0,60.0,40.0
220,14,32,0,0,1,1,0,0,0,1,0,1,0.034000,1370,73,10,4,149,10.6200,0.4611,36.886,1,143,2992,80.0,20.0,40.0,60.0
220,19,32,0,0,1,1,1,1,0,1,0,0,0.028000,1391,73,10,4,149,9.6300,0.4443,35.543,1,143,2992,60.0,40.0,40.0,60.0
221,2,32,1,1,0,1,1,1,1,0,1,0,0.028000,1410,73,10,4,149,10.3700,0.4444,35.554,1,143,2992,20.0,80.0,40.0,60.0
221,11,32,0,0,1,0,1,1,0,0,0,1,0.033000,1410,73,10,4,149,10.2800,0.4444,35.554,1,143,2992,60.0,40.0,60.0,40.0
221,14,32,1,1,1,0,1,1,1,1,0,0,0.028000,1411,73,10,4,149,11.0000,0.4463,35.701,1,143,2992,20.0,80.0,40.0,60.0
221,15,32,1,1,1,1,0,1,0,1,0,1,0.037000,1344,73,10,4,140,14.4600,0.4443,35.543,1,143,2992,60.0,40.0,0.0,100.0
221,18,32,0,0,0,1,1,1,1,1,0,0,0.028000,1396,73,10,4,149,10.5900,0.4443,35.543,1,143,2992,60.0,40.0,40.0,60.0
221,24,32,0,0,0,1,0,0,1,1,0,1,0.034000,1371,73,10,4,149,10.9200,0.4608,36.862,1,143,2992,80.0,20.0,40.0,60.0
221,27,32,1,1,0,0,1,1,1,1,0,1,0.037000,1386,73,10,4,149,8.5100,0.4443,35.543,1,143,2992,40.0,60.0,20.0,80.0
221,28,32,1,0,1,0,1,1,0,0,0,1,0.032000,1407,73,10,4,149,10.2800,0.4444,35.554,1,143,2992,40.0,60.0,60.0,40.0
222,5,32,1,1,1,1,1,1,0,0,0,0,0.027000,1321,73,10,4,149,9.6500,0.4395,35.161,1,143,2992,40.0,60.0,40.0,60.0
222,6,32,0,0,0,1,0,1,0,0,0,0,0.027000,832,51,6,4,129,9.5200,0.3151,25.208,1,143,2992,100.0,0.0,60.0,40.0
222,22,32,1,0,0,0,0,1,0,0,0,1,0.033000,1392,73,10,4,149,10.4500,0.4444,35.550,1,143,2992,80.0,20.0,60.0,40.0
222,25,32,1,0,1,1,1,1,1,1,0,0,0.028000,1416,73,10,4,149,10.5900,0.4463,35.701,1,143,2992,20.0,80.0,40.0,60.0
223,4,32,0,0,1,1,0,1,1,1,0,0,0.028000,1396,73,10,4,149,10.5300,0.4443,35.543,1,143,2992,60.0,40.0,40.0,60.0
223,5,32,0,0,1,0,0,1,1,1,0,0,0.028000,1409,73,10,4,149,10.5300,0.4450,35.598,1,143,2992,60.0,40.0,60.0,40.0
223,9,32,1,1,0,1,0,1,1,1,0,1,0.037000,1339,73,10,4,140,14.5600,0.4443,35.543,1,143,2992,60.0,40.0,0.0,100.0
223,11,32,1,1,1,1,0,0,0,1,0,1,0.037000,1391,73,10,4,149,4.4400,0.4443,35.543,1,143,2992,60.0,40.0,20.0,80.0
223,16,32,0,0,1,1,1,1,0,0,0,0,0.027000,1321,73,10,4,149,9.3900,0.4395,35.161,1,143,2992,60.0,40.0,60.0,40.0
223,21,32,1,1,0,0,0,1,0,1,0,1,0.037000,1386,73,10,4,149,6.1900,0.4443,35.543,1,143,2992,80.0,20.0,20.0,80.0
223,23,32,0,0,0,0,0,0,0,1,0,0,0.027000,838,51,6,4,129,9.4200,0.3151,25.208,1,143,2992,100.0,0.0,80.0,20.0
224,2,32,1,1,0,1,0,1,0,0,0,1,0.036000,1370,73,10,4,149,3.6400,0.4611,36.886,1,143,2992,80.0,20.0,20.0,80.0
224,3,32,0,0,0,1,0,0,0,0,0,1,0.030000,832,51,6,4,129,9.9300,0.3151,25.208,1,143,2992,100.0,0.0,60.0,40.0
224,11,32,1,0,0,1,0,1,0,1,0,1,0.035000,1374,73,10,4,149,12.1700,0.4439,35.516,1,143,2992,80.0,20.0,20.0,80.0
225,9,32,1,0,0,0,0,1,0,1,1,1,0.034000,1382,73,10,4,149,13.0600,0.4613,36.903,1,143,2992,60.0,40.0,40.0,60.0
225,12,32,0,0,0,1,1,1,0,1,0,0,0.028000,1391,73,10,4,149,9.6300,0.4443,35.543,1,143,2992,80.0,20.0,40.0,60.0
225,16,32,1,0,0,1,1,1,1,1,0,1,0.035000,1387,73,10,4,149,13.6700,0.4584,36.675,1,143,2992,40.0,60.0,20.0,80.0
225,22,32,1,1,1,1,0,1,0,1,1,0,0.035000,1399,73,10,4,149,10.3300,0.4444,35.552,1,143,2992,40.0,60.0,20.0,80.0
225,28,32,1,0,1,0,1,1,0,1,0,1,0.033000,1378,73,10,4,149,11.9600,0.4613,36.903,1,143,2992,40.0,60.0,40.0,60.0
226,9,32,0,1,1,0,1,1,1,1,1,1,0.038000,1410,73,10,4,149,7.6800,0.4444,35.554,1,143,2992,20.0,80.0,20.0,80.0
226,16,32,1,0,0,0,1,1,0,1,0,1,0.034000,1383,73,10,4,149,11.9600,0.4613,36.903,1,143,2992,60.0,40.0,40.0,60.0
226,28,32,1,1,1,0,1,1,0,1,0,0,0.027000,1410,73,10,4,149,9.6700,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
227,15,32,1,1,1,0,1,1,0,0,0,0,0.027000,1403,73,10,4,149,9.5400,0.4450,35.598,1,143,2992,40.0,60.0,60.0,40.0
227,23,32,1,1,0,0,0,1,0,1,0,0,0.028000,1386,73,10,4,149,9.2200,0.4443,35.543,1,143,2992,80.0,20.0,40.0,60.0
228,11,32,0,0,1,1,1,1,0,1,1,0,0.028000,1415,73,10,4,149,9.8300,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
228,12,32,1,1,1,1,1,1,1,0,0,0,0.028000,1411,73,10,4,149,10.2700,0.4463,35.701,1,143,2992,20.0,80.0,40.0,60.0
228,13,32,1,1,1,0,0,0,1,1,0,0,0.027000,1415,73,10,4,149,10.0200,0.4444,35.554,1,143,2992,40.0,60.0,60.0,40.0
229,23,32,1,0,1,0,0,1,1,1,0,1,0.034000,1379,73,10,4,149,12.7800,0.4613,36.903,1,143,2992,40.0,60.0,40.0,60.0
229,26,32,0,0,1,0,0,0,1,1,1,0,0.028000,1421,73,10,4,149,9.8800,0.4444,35.554,1,143,2992,40.0,60.0,80.0,20.0
229,27,32,0,0,1,1,0,0,1,1,0,0,0.027000,1319,72,10,4,147,9.7300,0.4395,35.161,1,143,2992,60.0,40.0,60.0,40.0
230,3,32,1,1,0,0,0,0,1,1,1,1,0.036000,1326,73,10,4,149,5.1500,0.4394,35.151,1,143,2992,40.0,60.0,40.0,60.0
230,4,32,1,1,1,0,0,1,1,1,1,1,0.038000,1410,73,10,4,149,9.5900,0.4444,35.554,1,143,2992,20.0,80.0,20.0,80.0
230,16,32,0,1,0,0,1,1,0,1,1,1,0.037000,1386,73,10,4,149,4.9200,0.4443,35.543,1,143,2992,60.0,40.0,20.0,80.0
230,25,32,1,1,0,1,1,1,1,1,0,0,0.034000,1376,73,10,4,149,10.2700,0.4443,35.541,1,143,2992,40.0,60.0,20.0,80.0
232,2,32,0,0,0,1,1,1,0,0,1,0,0.028000,1410,73,10,4,149,9.7000,0.4444,35.554,1,143,2992,60.0,40.0,60.0,40.0
232,21,32,0,0,0,1,0,0,1,1,1,1,0.033000,1371,73,10,4,149,11.1600,0.4608,36.862,1,143,2992,60.0,40.0,40.0,60.0
235,13,32,1,0,0,0,0,0,1,1,1,1,0.032000,1392,73,10,4,149,11.1600,0.4610,36.879,1,143,2992,40.0,60.0,60.0,40.0
235,19,32,1,0,0,1,0,1,1,1,1,1,0.036000,1386,73,10,4,149,22.4900,0.4613,36.903,1,143,2992,40.0,60.0,20.0,80.0
235,21,32,0,0,1,0,0,1,1,0,0,1,0.033000,1394,73,10,4,149,10.5200,0.4444,35.550,1,143,2992,60.0,40.0,60.0,40.0
235,24,32,1,1,0,0,1,1,0,1,0,0,0.028000,1391,73,10,4,149,9.3600,0.4443,35.543,1,143,2992,60.0,40.0,40.0,60.0
235,26,32,0,0,0,0,0,0,1,1,0,0,0.027000,1332,73,10,4,149,9.7300,0.4395,35.161,1,143,2992,80.0,20.0,80.0,20.0
238,5,32,1,1,0,1,1,0,0,1,0,1,0.037000,1415,73,10,4,149,4.0700,0.4444,35.554,1,143,2992,60.0,40.0,20.0,80.0
239,6,32,1,1,1,1,0,0,1,1,0,0,0.027000,1321,73,10,4,149,10.3500,0.4395,35.161,1,143,2992,40.0,60.0,40.0,60.0
239,17,32,1,1,0,1,0,0,0,1,0,1,0.037000,1386,73,10,4,149,3.7100,0.4443,35.543,1,143,2992,80.0,20.0,20.0,80.0
239,21,32,1,1,0,0,1,1,0,1,1,1,0.037000,1386,73,10,4,149,8.0800,0.4443,35.543,1,143,2992,40.0,60.0,20.0,80.0
240,20,32,0,0,1,0,1,1,1,0,0,1,0.033000,1407,73,10,4,149,10.3400,0.4444,35.554,1,143,2992,40.0,60.0,60.0,40.0
241,3,32,1,1,0,1,0,1,0,1,0,1,0.037000,1339,73,10,4,140,13.5500,0.4443,35.543,1,143,2992,80.0,20.0,0.0,100.0
241,6,32,1,1,1,1,0,0,1,0,1,0,0.028000,1403,73,10,4,149,9.1900,0.4450,35.598,1,143,2992,20.0,80.0,60.0,40.0
241,20,32,1,1,0,1,0,1,1,0,0,1,0.036000,1381,73,10,4,149,3.9000,0.4610,36.879,1,143,2992,60.0,40.0,20.0,80.0
242,15,32,0,0,1,0,0,0,0,1,0,1,0.032000,1403,73,10,4,149,10.6200,0.4444,35.550,1,143,2992,80.0,20.0,60.0,40.0
243,8,32,1,0,1,0,1,1,0,0,1,1,0.033000,1407,73,10,4,149,10.6600,0.4444,35.554,1,143,2992,20.0,80.0,60.0,40.0
243,27,32,0,0,1,1,0,1,1,1,0,1,0.035000,1375,73,10,4,149,12.7800,0.4582,36.658,1,143,2992,60.0,40.0,20.0,80.0
244,11,32,0,0,1,0,0,0,1,1,1,1,0.032000,1392,73,10,4,149,11.1600,0.4610,36.879,1,143,2992,40.0,60.0,60.0,40.0
244,19,32,0,0,0,0,1,0,0,1,0,1,0.032000,1386,73,10,4,149,10.6200,0.4439,35.516,1,143,2992,80.0,20.0,60.0,40.0
245,21,32,0,0,0,1,0,1,1,0,0,1,0.034000,1375,73,10,4,149,10.5200,0.4439,35.516,1,143,2992,80.0,20.0,40.0,60.0
246,6,32,1,1,1,0,0,1,0,0,0,1,0.035000,1415,73,10,4,149,4.0600,0.4444,35.554,1,143,2992,60.0,40.0,40.0,60.0
246,15,32,1,0,1,1,0,0,0,1,1,0,0.028000,1401,73,10,4,149,9.7800,0.4450,35.598,1,143,2992,40.0,60.0,60.0,40.0
246,17,32,0,0,0,0,0,1,1,0,0,1,0.033000,1392,73,10,4,149,10.5200,0.4444,35.550,1,143,2992,80.0,20.0,60.0,40.0
248,9,32,1,0,1,0,0,0,1,1,0,1,0.031000,1390,73,10,4,149,10.9200,0.4610,36.879,1,143,2992,40.0,60.0,60.0,40.0
248,16,32,1,1,1,1,0,0,1,1,1,0,0.028000,1410,73,10,4,149,10.4200,0.4444,35.554,1,143,2992,20.0,80.0,40.0,60.0
248,27,32,1,1,0,0,1,1,0,0,0,0,0.026000,1319,72,10,4,147,9.2800,0.4395,35.161,1,143,2992,60.0,40.0,60.0,40.0
250,8,32,1,1,1,1,0,0,0,1,1,0,0.028000,1410,73,10,4,149,10.1000,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
250,17,32,1,0,1,1,0,0,1,1,0,1,0.033000,1382,73,10,4,149,10.9200,0.4584,36.675,1,143,2992,40.0,60.0,40.0,60.0
251,10,32,1,1,0,0,0,0,1,1,0,0,0.027000,1326,73,10,4,149,9.7400,0.4395,35.161,1,143,2992,60.0,40.0,60.0,40.0
252,20,32,0,0,0,0,1,0,0,1,0,0,0.028000,1403,73,10,4,149,9.4200,0.4444,35.550,1,143,2992,80.0,20.0,80.0,20.0
253,5,32,1,1,1,1,0,0,0,0,1,1,0.035000,1321,73,10,4,149,3.4500,0.4395,35.161,1,143,2992,40.0,60.0,40.0,60.0
254,14,32,0,1,0,0,1,1,1,1,0,0,0.028000,1391,73,10,4,149,9.7200,0.4443,35.543,1,143,2992,60.0,40.0,40.0,60.0
254,19,32,1,1,1,0,1,1,0,0,0,1,0.035000,1410,73,10,4,149,4.3800,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
256,9,32,1,1,0,1,0,1,0,1,0,0,0.034000,1376,73,10,4,149,9.3500,0.4443,35.541,1,143,2992,80.0,20.0,20.0,80.0
256,13,32,0,0,1,0,1,1,0,0,1,0,0.028000,1410,73,10,4,149,9.7000,0.4444,35.554,1,143,2992,40.0,60.0,80.0,20.0
259,2,32,1,1,0,0,0,0,0,0,0,1,0.033000,1380,73,10,4,149,2.6900,0.4448,35.587,1,143,2992,80.0,20.0,60.0,40.0
259,19,32,1,0,1,0,1,1,1,0,0,1,0.033000,1411,73,10,4,149,10.3400,0.4463,35.701,1,143,2992,20.0,80.0,60.0,40.0
261,12,32,1,1,1,0,1,1,1,0,0,0,0.027000,1397,72,10,4,147,10.1000,0.4460,35.680,1,143,2992,20.0,80.0,60.0,40.0
261,23,32,1,0,1,1,0,1,1,1,0,0,0.027000,1415,73,10,4,149,10.5300,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
263,19,32,1,0,0,1,1,1,1,1,1,0,0.028000,1412,73,10,4,149,10.9100,0.4444,35.554,1,143,2992,20.0,80.0,40.0,60.0
263,22,32,1,0,0,0,0,0,1,1,0,1,0.032000,1421,73,10,4,149,10.9200,0.4444,35.554,1,143,2992,60.0,40.0,60.0,40.0
264,9,32,0,0,1,1,1,1,1,0,1,1,0.034000,1380,73,10,4,149,10.8700,0.4610,36.879,1,143,2992,20.0,80.0,40.0,60.0
264,24,32,1,0,0,1,1,1,1,1,0,0,0.027000,1415,73,10,4,149,10.5900,0.4444,35.554,1,143,2992,40.0,60.0,40.0,60.0
265,21,32,0,0,1,1,0,1,0,0,1,1,0.033000,1366,73,10,4,149,10.8600,0.4608,36.862,1,143,2992,60.0,40.0,40.0,60.0
268,20,32,1,0,0,1,0,1,0,0,0,0,0.028000,1392,73,10,4,149,9.5200,0.4444,35.550,1,143,2992,80.0,20.0,60.0,40.0
269,3,32,0,0,0,0,1,1,1,0,1,1,0.033000,1410,73,10,4,149,10.8700,0.4444,35.554,1,143,2992,40.0,60.0,60.0,40.0
