Metric,Value
design_name,fft_512_sol5_gen604
top_module,fft_512_sol5_gen604_top
lut_count,825
lutram_count,59
dsp_count,6
bram_count,4
ff_count,140
io_count,0
total_power_w,0.073
wns_ns,55.423
critical_path_delay_ns,24.252
clock_period_ns,80.0
