Metric,Value
design_name,fft_16_sol21_gen104
top_module,fft_16_sol21_gen104_top
lut_count,1324
lutram_count,47
dsp_count,9
bram_count,4
ff_count,588
io_count,0
total_power_w,0.075
wns_ns,51.991
critical_path_delay_ns,27.684
clock_period_ns,80.0
