Metric,Value
design_name,fft_128_sol4_gen464
top_module,fft_128_sol4_gen464_top
lut_count,1934
lutram_count,72
dsp_count,13
bram_count,4
ff_count,615
io_count,0
total_power_w,0.075
wns_ns,36.333
critical_path_delay_ns,43.342
clock_period_ns,80.0
