Metric,Value
design_name,fft_1024_sol17_gen736
top_module,fft_1024_sol17_gen736_top
lut_count,1493
total_power_w,0.074
wns_ns,43.665
critical_path_delay_ns,36.010
clock_period_ns,80.0
