Metric,Value
design_name,fft_16_sol0_gen104
top_module,fft_16_sol0_gen104_top
lut_count,422
lutram_count,31
dsp_count,6
bram_count,4
ff_count,112
io_count,0
total_power_w,0.071
wns_ns,64.799
critical_path_delay_ns,14.876
clock_period_ns,80.0
