Metric,Value
design_name,fft_512_sol6_gen608
top_module,fft_512_sol6_gen608_top
lut_count,1317
lutram_count,81
dsp_count,10
bram_count,4
ff_count,165
io_count,0
total_power_w,0.073
wns_ns,43.204
critical_path_delay_ns,36.471
clock_period_ns,80.0
