Metric,Value
design_name,fft_32_sol17_gen204
top_module,fft_32_sol17_gen204_top
lut_count,779
lutram_count,50
dsp_count,6
bram_count,4
ff_count,127
io_count,0
total_power_w,0.073
wns_ns,55.449
critical_path_delay_ns,24.226
clock_period_ns,80.0
