Metric,Value
design_name,fft_512_sol21_gen605
top_module,fft_512_sol21_gen605_top
lut_count,1402
lutram_count,60
dsp_count,9
bram_count,4
ff_count,611
io_count,0
total_power_w,0.075
wns_ns,50.026
critical_path_delay_ns,29.649
clock_period_ns,80.0
