Metric,Value
design_name,fft_1024_sol23_gen709
top_module,fft_1024_sol23_gen709_top
lut_count,1335
lutram_count,83
dsp_count,10
bram_count,4
ff_count,168
io_count,0
total_power_w,0.074
wns_ns,43.206
critical_path_delay_ns,36.469
clock_period_ns,80.0
