Metric,Value
design_name,fft_4_sol10_gen2
top_module,fft_4_sol10_gen2_top
lut_count,1908
lutram_count,57
dsp_count,13
bram_count,4
ff_count,584
io_count,0
total_power_w,0.075
wns_ns,37.610
critical_path_delay_ns,42.065
clock_period_ns,80.0
