Metric,Value
design_name,fft_512_sol4_gen604
top_module,fft_512_sol4_gen604_top
lut_count,886
lutram_count,67
dsp_count,10
bram_count,4
ff_count,161
io_count,0
total_power_w,0.072
wns_ns,52.403
critical_path_delay_ns,27.272
clock_period_ns,80.0
