Metric,Value
design_name,fft_1024_sol15_gen759
top_module,fft_1024_sol15_gen759_top
lut_count,1895
total_power_w,0.076
wns_ns,34.568
critical_path_delay_ns,45.107
clock_period_ns,80.0
