Metric,Value
design_name,fft_64_sol15_gen306
top_module,fft_64_sol15_gen306_top
lut_count,810
lutram_count,52
dsp_count,6
bram_count,4
ff_count,130
io_count,0
total_power_w,0.073
wns_ns,55.449
critical_path_delay_ns,24.226
clock_period_ns,80.0
