Metric,Value
design_name,fft_32_sol28_gen205
top_module,fft_32_sol28_gen205_top
lut_count,1315
lutram_count,49
dsp_count,9
bram_count,4
ff_count,593
io_count,0
total_power_w,0.075
wns_ns,51.194
critical_path_delay_ns,28.481
clock_period_ns,80.0
