Metric,Value
design_name,fft_16_sol11_gen104
top_module,fft_16_sol11_gen104_top
lut_count,1910
lutram_count,63
dsp_count,13
bram_count,4
ff_count,596
io_count,0
total_power_w,0.075
wns_ns,37.606
critical_path_delay_ns,42.069
clock_period_ns,80.0
