Metric,Value
design_name,fft_4_sol0_gen2
top_module,fft_4_sol0_gen2_top
lut_count,394
lutram_count,25
dsp_count,6
bram_count,4
ff_count,100
io_count,0
total_power_w,0.071
wns_ns,64.193
critical_path_delay_ns,15.482
clock_period_ns,80.0
