Metric,Value
design_name,fft_32_sol0_gen204
top_module,fft_32_sol0_gen204_top
lut_count,421
lutram_count,33
dsp_count,6
bram_count,4
ff_count,117
io_count,0
total_power_w,0.072
wns_ns,64.923
critical_path_delay_ns,14.752
clock_period_ns,80.0
