Metric,Value
design_name,fft_32_sol1_gen206
top_module,fft_32_sol1_gen206_top
lut_count,1904
lutram_count,64
dsp_count,13
bram_count,4
ff_count,599
io_count,0
total_power_w,0.075
wns_ns,37.079
critical_path_delay_ns,42.596
clock_period_ns,80.0
