Metric,Value
design_name,fft_512_sol5_gen641
top_module,fft_512_sol5_gen641_top
lut_count,1399
lutram_count,63
dsp_count,9
bram_count,4
ff_count,621
io_count,0
total_power_w,0.075
wns_ns,50.182
critical_path_delay_ns,29.493
clock_period_ns,80.0
