Metric,Value
design_name,fft_32_sol21_gen247
top_module,fft_32_sol21_gen247_top
lut_count,781
lutram_count,51
dsp_count,6
bram_count,4
ff_count,129
io_count,0
total_power_w,0.073
wns_ns,55.423
critical_path_delay_ns,24.252
clock_period_ns,80.0
