Metric,Value
design_name,fft_64_sol22_gen307
top_module,fft_64_sol22_gen307_top
lut_count,1261
lutram_count,75
dsp_count,10
bram_count,4
ff_count,152
io_count,0
total_power_w,0.073
wns_ns,43.206
critical_path_delay_ns,36.469
clock_period_ns,80.0
