Metric,Value
design_name,fft_512_sol4_gen681
top_module,fft_512_sol4_gen681_top
lut_count,1977
lutram_count,75
dsp_count,13
bram_count,4
ff_count,621
io_count,0
total_power_w,0.076
wns_ns,35.483
critical_path_delay_ns,44.192
clock_period_ns,80.0
