Metric,Value
design_name,fft_1024_sol2_gen3
top_module,fft_1024_sol2_gen3_top
lut_count,1888
total_power_w,0.076
wns_ns,34.555
critical_path_delay_ns,45.120
clock_period_ns,80.0
