Metric,Value
design_name,fft_256_sol24_gen518
top_module,fft_256_sol24_gen518_top
lut_count,1209
lutram_count,78
dsp_count,10
bram_count,4
ff_count,149
io_count,0
total_power_w,0.073
wns_ns,44.665
critical_path_delay_ns,35.010
clock_period_ns,80.0
