Metric,Value
design_name,fft_1024_sol4_gen759
top_module,fft_1024_sol4_gen759_top
lut_count,1402
total_power_w,0.075
wns_ns,50.086
critical_path_delay_ns,29.589
clock_period_ns,80.0
