Metric,Value
design_name,fft_1024_sol8_gen722
top_module,fft_1024_sol8_gen722_top
lut_count,1891
total_power_w,0.076
wns_ns,34.557
critical_path_delay_ns,45.118
clock_period_ns,80.0
