Metric,Value
design_name,fft_16_sol2_gen104
top_module,fft_16_sol2_gen104_top
lut_count,1145
lutram_count,68
dsp_count,10
bram_count,4
ff_count,138
io_count,0
total_power_w,0.073
wns_ns,44.108
critical_path_delay_ns,35.567
clock_period_ns,80.0
