Metric,Value
design_name,fft_64_sol14_gen392
top_module,fft_64_sol14_gen392_top
lut_count,1968
lutram_count,69
dsp_count,13
bram_count,4
ff_count,608
io_count,0
total_power_w,0.075
wns_ns,36.528
critical_path_delay_ns,43.147
clock_period_ns,80.0
