Metric,Value
design_name,fft_1024_sol13_gen707
top_module,fft_1024_sol13_gen707_top
lut_count,1258
lutram_count,83
dsp_count,10
bram_count,4
ff_count,159
io_count,0
total_power_w,0.073
wns_ns,44.185
critical_path_delay_ns,35.490
clock_period_ns,80.0
