Metric,Value
design_name,fft_128_sol0_gen404
top_module,fft_128_sol0_gen404_top
lut_count,461
lutram_count,37
dsp_count,6
bram_count,4
ff_count,125
io_count,0
total_power_w,0.072
wns_ns,64.923
critical_path_delay_ns,14.752
clock_period_ns,80.0
