Metric,Value
design_name,fft_4_sol9_gen2
top_module,fft_4_sol9_gen2_top
lut_count,753
lutram_count,43
dsp_count,6
bram_count,4
ff_count,112
io_count,0
total_power_w,0.072
wns_ns,55.625
critical_path_delay_ns,24.050
clock_period_ns,80.0
