Metric,Value
design_name,fft_256_sol17_gen520
top_module,fft_256_sol17_gen520_top
lut_count,1376
lutram_count,60
dsp_count,9
bram_count,4
ff_count,614
io_count,0
total_power_w,0.075
wns_ns,50.208
critical_path_delay_ns,29.467
clock_period_ns,80.0
