Metric,Value
design_name,fft_1024_sol15_gen707
top_module,fft_1024_sol15_gen707_top
lut_count,865
lutram_count,60
dsp_count,6
bram_count,4
ff_count,146
io_count,0
total_power_w,0.073
wns_ns,55.449
critical_path_delay_ns,24.226
clock_period_ns,80.0
