Metric,Value
design_name,fft_1024_sol16_gen718
top_module,fft_1024_sol16_gen718_top
lut_count,1963
lutram_count,80
dsp_count,13
bram_count,4
ff_count,630
io_count,0
total_power_w,0.076
wns_ns,36.594
critical_path_delay_ns,43.081
clock_period_ns,80.0
