Metric,Value
design_name,fft_1024_sol14_gen713
top_module,fft_1024_sol14_gen713_top
lut_count,1494
total_power_w,0.074
wns_ns,43.665
critical_path_delay_ns,36.010
clock_period_ns,80.0
