Metric,Value
design_name,fft_1024_sol0_gen1
top_module,fft_1024_sol0_gen1_top
lut_count,512
lutram_count,43
dsp_count,6
bram_count,4
ff_count,136
io_count,0
total_power_w,0.072
wns_ns,64.799
critical_path_delay_ns,14.876
clock_period_ns,80.0
