Metric,Value
design_name,fft_8_sol29_gen5
top_module,fft_8_sol29_gen5_top
lut_count,1144
lutram_count,65
dsp_count,10
bram_count,4
ff_count,133
io_count,0
total_power_w,0.073
wns_ns,44.408
critical_path_delay_ns,35.267
clock_period_ns,80.0
