Metric,Value
design_name,fft_32_sol25_gen240
top_module,fft_32_sol25_gen240_top
lut_count,1218
lutram_count,73
dsp_count,10
bram_count,4
ff_count,149
io_count,0
total_power_w,0.073
wns_ns,43.204
critical_path_delay_ns,36.471
clock_period_ns,80.0
