Metric,Value
design_name,fft_1024_sol1_gen754
top_module,fft_1024_sol1_gen754_top
lut_count,1970
lutram_count,81
dsp_count,13
bram_count,4
ff_count,632
io_count,0
total_power_w,0.076
wns_ns,36.583
critical_path_delay_ns,43.092
clock_period_ns,80.0
