Metric,Value
design_name,fft_256_sol24_gen519
top_module,fft_256_sol24_gen519_top
lut_count,1204
lutram_count,77
dsp_count,10
bram_count,4
ff_count,147
io_count,0
total_power_w,0.073
wns_ns,44.665
critical_path_delay_ns,35.010
clock_period_ns,80.0
