generation,solution_id,fft_size,s0_mult,s0_add,s1_mult,s1_add,s2_mult,s2_add,s3_mult,s3_add,s4_mult,s4_add,s5_mult,s5_add,s6_mult,s6_add,s7_mult,s7_add,power_W,area_LUTs,lutrams,dsps,brams,ffs,sqnr_dB,norm_latency,crit_delay_ns,meets_timing,avg_exec_cycles,tot_sim_cycles,fp4_mult_pct,fp8_mult_pct,fp4_add_pct,fp8_add_pct
508,22,256,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.076000,1968,75,13,4,620,9.8400,0.7184,43.107,1,1123,23628,25.0,75.0,37.5,62.5
508,23,256,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0.076000,1970,75,13,4,620,2.2000,0.7184,43.102,1,1123,23628,87.5,12.5,12.5,87.5
508,24,256,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2300,0.7184,43.102,1,1123,23628,62.5,37.5,87.5,12.5
508,25,256,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.076000,1970,75,13,4,620,9.7300,0.7184,43.107,1,1123,23628,25.0,75.0,37.5,62.5
508,26,256,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0.076000,1981,75,13,4,620,10.4900,0.7184,43.102,1,1123,23628,25.0,75.0,37.5,62.5
508,27,256,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.076000,1970,75,13,4,620,9.2500,0.7184,43.102,1,1123,23628,62.5,37.5,87.5,12.5
508,28,256,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0.076000,1981,75,13,4,620,9.3500,0.7184,43.102,1,1123,23628,25.0,75.0,50.0,50.0
508,29,256,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0.076000,1964,75,13,4,620,9.2700,0.7184,43.102,1,1123,23628,0.0,100.0,87.5,12.5
509,0,256,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0.076000,1962,75,13,4,620,9.7900,0.7184,43.107,1,1123,23628,0.0,100.0,37.5,62.5
509,1,256,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0.076000,1971,75,13,4,620,9.7900,0.7184,43.107,1,1123,23628,25.0,75.0,37.5,62.5
509,2,256,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0.076000,1970,75,13,4,620,9.4600,0.7184,43.102,1,1123,23628,25.0,75.0,50.0,50.0
509,4,256,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.3500,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
509,5,256,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0.076000,1918,75,13,4,611,10.0700,0.7191,43.145,1,1123,23628,87.5,12.5,0.0,100.0
509,6,256,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2700,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
509,7,256,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0.076000,1970,75,13,4,620,9.3200,0.7184,43.102,1,1123,23628,12.5,87.5,87.5,12.5
509,8,256,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.076000,1964,75,13,4,620,9.4600,0.7184,43.102,1,1123,23628,0.0,100.0,62.5,37.5
509,9,256,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0.076000,1978,75,13,4,620,9.4800,0.7184,43.107,1,1123,23628,37.5,62.5,50.0,50.0
509,10,256,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.076000,1968,75,13,4,620,11.7000,0.7184,43.107,1,1123,23628,12.5,87.5,25.0,75.0
509,11,256,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1918,75,13,4,611,20.7600,0.7191,43.145,1,1123,23628,12.5,87.5,0.0,100.0
509,12,256,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0.076000,1981,75,13,4,620,10.4900,0.7184,43.102,1,1123,23628,12.5,87.5,37.5,62.5
509,13,256,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0.076000,1970,75,13,4,620,9.1600,0.7184,43.102,1,1123,23628,12.5,87.5,87.5,12.5
509,14,256,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0.076000,1970,75,13,4,620,9.2500,0.7184,43.102,1,1123,23628,12.5,87.5,87.5,12.5
509,15,256,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.074000,1509,61,13,4,616,9.2200,0.5812,34.872,1,1123,23628,62.5,37.5,100.0,0.0
509,16,256,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.076000,1970,75,13,4,620,9.1700,0.7184,43.102,1,1123,23628,87.5,12.5,62.5,37.5
509,17,256,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0.076000,1969,75,13,4,620,9.5500,0.7184,43.102,1,1123,23628,0.0,100.0,62.5,37.5
509,18,256,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0.076000,1973,75,13,4,620,10.0000,0.7184,43.102,1,1123,23628,25.0,75.0,37.5,62.5
509,19,256,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.076000,1964,75,13,4,620,3.6100,0.7184,43.102,1,1123,23628,0.0,100.0,12.5,87.5
509,20,256,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.074000,1509,61,13,4,616,9.2500,0.5812,34.872,1,1123,23628,50.0,50.0,100.0,0.0
509,21,256,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0.076000,1965,75,13,4,620,9.3500,0.7184,43.107,1,1123,23628,0.0,100.0,62.5,37.5
509,22,256,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0.076000,1970,75,13,4,620,9.2600,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
509,23,256,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0.076000,1970,75,13,4,620,9.6400,0.7184,43.102,1,1123,23628,25.0,75.0,62.5,37.5
509,24,256,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0.076000,1964,75,13,4,620,9.7900,0.7184,43.102,1,1123,23628,0.0,100.0,62.5,37.5
509,25,256,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.076000,1968,75,13,4,620,9.9400,0.7184,43.107,1,1123,23628,12.5,87.5,25.0,75.0
509,26,256,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0.076000,1975,75,13,4,620,9.4400,0.7184,43.102,1,1123,23628,12.5,87.5,87.5,12.5
509,27,256,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0.076000,1970,75,13,4,620,9.3700,0.7184,43.102,1,1123,23628,50.0,50.0,50.0,50.0
509,28,256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074000,1509,61,13,4,616,8.9700,0.5812,34.872,1,1123,23628,87.5,12.5,100.0,0.0
509,29,256,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.076000,1981,75,13,4,620,12.2200,0.7184,43.102,1,1123,23628,12.5,87.5,37.5,62.5
510,0,256,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2700,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
510,2,256,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.076000,1984,75,13,4,620,9.8400,0.7250,43.503,1,1123,23628,25.0,75.0,25.0,75.0
510,3,256,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0.076000,1970,75,13,4,620,9.4100,0.7184,43.102,1,1123,23628,12.5,87.5,75.0,25.0
510,4,256,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0.076000,1973,75,13,4,620,3.9200,0.7184,43.102,1,1123,23628,25.0,75.0,12.5,87.5
510,5,256,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0.076000,1920,74,13,4,609,11.1200,0.7191,43.145,1,1123,23628,75.0,25.0,0.0,100.0
510,6,256,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1918,75,13,4,611,17.4800,0.7191,43.145,1,1123,23628,12.5,87.5,0.0,100.0
510,7,256,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0.076000,1979,75,13,4,620,10.2800,0.7184,43.107,1,1123,23628,12.5,87.5,37.5,62.5
510,8,256,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.076000,1968,75,13,4,620,2.3600,0.7184,43.102,1,1123,23628,25.0,75.0,12.5,87.5
510,9,256,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0.076000,1970,75,13,4,620,9.2600,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
510,10,256,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0.076000,1970,75,13,4,620,9.3400,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
510,12,256,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0.076000,1981,75,13,4,620,10.4900,0.7184,43.102,1,1123,23628,25.0,75.0,37.5,62.5
510,13,256,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.075000,1379,60,9,4,614,10.3300,0.4911,29.467,1,1123,23628,100.0,0.0,12.5,87.5
510,14,256,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0.076000,1918,75,13,4,611,10.6900,0.7191,43.145,1,1123,23628,75.0,25.0,0.0,100.0
510,15,256,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.076000,1970,75,13,4,620,9.1000,0.7184,43.102,1,1123,23628,87.5,12.5,62.5,37.5
510,16,256,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0.076000,1970,75,13,4,620,9.2300,0.7184,43.102,1,1123,23628,12.5,87.5,62.5,37.5
510,17,256,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0.076000,1918,75,13,4,611,10.1400,0.7191,43.145,1,1123,23628,87.5,12.5,0.0,100.0
510,19,256,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0.076000,1984,75,13,4,620,3.5000,0.7250,43.503,1,1123,23628,12.5,87.5,12.5,87.5
510,20,256,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0.076000,1970,75,13,4,620,2.2500,0.7184,43.102,1,1123,23628,87.5,12.5,12.5,87.5
510,21,256,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0.076000,1968,75,13,4,620,9.7600,0.7184,43.107,1,1123,23628,12.5,87.5,37.5,62.5
510,23,256,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2300,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
510,24,256,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2700,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
510,25,256,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0.076000,1970,75,13,4,620,1.8000,0.7184,43.102,1,1123,23628,75.0,25.0,12.5,87.5
510,26,256,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.076000,1973,75,13,4,620,9.2900,0.7184,43.102,1,1123,23628,75.0,25.0,87.5,12.5
510,27,256,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0.076000,1974,75,13,4,620,9.2500,0.7201,43.209,1,1123,23628,50.0,50.0,87.5,12.5
510,28,256,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2600,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
510,29,256,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,10.7000,0.7184,43.102,1,1123,23628,25.0,75.0,12.5,87.5
511,0,256,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.076000,1970,75,13,4,620,9.1800,0.7184,43.102,1,1123,23628,87.5,12.5,62.5,37.5
511,1,256,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.076000,1975,75,13,4,620,9.3400,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
511,2,256,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0.076000,1979,75,13,4,620,9.7200,0.7184,43.107,1,1123,23628,12.5,87.5,50.0,50.0
511,3,256,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1978,75,13,4,620,16.9600,0.7184,43.102,1,1123,23628,25.0,75.0,12.5,87.5
511,4,256,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,5.5700,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
511,5,256,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0.076000,1961,73,13,4,616,9.5600,0.7187,43.123,1,1123,23628,0.0,100.0,50.0,50.0
511,6,256,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0.076000,1970,75,13,4,620,2.4100,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
511,7,256,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0.075000,1968,75,13,4,620,1.7800,0.7184,43.102,1,1123,23628,75.0,25.0,12.5,87.5
511,8,256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.076000,1975,75,13,4,620,9.3400,0.7184,43.102,1,1123,23628,62.5,37.5,87.5,12.5
511,9,256,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0.076000,1970,75,13,4,620,9.1900,0.7184,43.102,1,1123,23628,12.5,87.5,87.5,12.5
511,10,256,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1964,75,13,4,620,11.7500,0.7184,43.102,1,1123,23628,0.0,100.0,12.5,87.5
511,12,256,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.076000,1981,75,13,4,620,12.2200,0.7184,43.102,1,1123,23628,25.0,75.0,37.5,62.5
511,13,256,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2300,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
511,14,256,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0.076000,1968,75,13,4,620,9.9100,0.7184,43.107,1,1123,23628,12.5,87.5,50.0,50.0
511,16,256,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,3.7600,0.7184,43.102,1,1123,23628,25.0,75.0,12.5,87.5
511,18,256,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0.076000,1970,75,13,4,620,1.6400,0.7184,43.102,1,1123,23628,87.5,12.5,12.5,87.5
511,19,256,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.076000,1975,75,13,4,620,10.3300,0.7184,43.102,1,1123,23628,87.5,12.5,12.5,87.5
511,20,256,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.076000,1974,75,13,4,620,3.3900,0.7201,43.209,1,1123,23628,50.0,50.0,37.5,62.5
511,21,256,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0.076000,1975,75,13,4,620,9.5500,0.7184,43.102,1,1123,23628,12.5,87.5,62.5,37.5
511,23,256,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.076000,1973,75,13,4,620,14.2500,0.7184,43.102,1,1123,23628,25.0,75.0,25.0,75.0
511,24,256,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.074000,1509,61,13,4,616,9.2600,0.5812,34.872,1,1123,23628,37.5,62.5,100.0,0.0
511,25,256,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1975,75,13,4,620,16.9600,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
511,26,256,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2300,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
511,28,256,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.076000,1973,75,13,4,620,4.6400,0.7184,43.102,1,1123,23628,25.0,75.0,12.5,87.5
511,29,256,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,4.1900,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
512,2,256,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.076000,1970,75,13,4,620,2.0700,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
512,4,256,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.075000,1376,60,9,4,614,9.3200,0.4911,29.467,1,1123,23628,100.0,0.0,25.0,75.0
512,6,256,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0.076000,1975,75,13,4,620,10.6800,0.7184,43.102,1,1123,23628,75.0,25.0,12.5,87.5
512,7,256,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2700,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
512,8,256,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0.076000,1918,75,13,4,611,10.1700,0.7191,43.145,1,1123,23628,87.5,12.5,0.0,100.0
512,9,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.075000,1376,60,9,4,614,8.9900,0.4911,29.467,1,1123,23628,100.0,0.0,87.5,12.5
512,11,256,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,10.9500,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
512,12,256,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0.076000,1970,75,13,4,620,9.2500,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
512,13,256,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.076000,1978,75,13,4,620,1.5800,0.7184,43.102,1,1123,23628,25.0,75.0,87.5,12.5
512,14,256,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0.076000,1970,75,13,4,620,9.3800,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
512,16,256,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.076000,1975,75,13,4,620,1.6100,0.7184,43.102,1,1123,23628,62.5,37.5,87.5,12.5
512,17,256,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.076000,1965,75,13,4,620,5.4800,0.7184,43.107,1,1123,23628,0.0,100.0,25.0,75.0
512,18,256,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.076000,1973,75,13,4,620,11.6900,0.7184,43.102,1,1123,23628,25.0,75.0,37.5,62.5
512,19,256,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1918,75,13,4,611,21.3100,0.7191,43.145,1,1123,23628,12.5,87.5,0.0,100.0
512,20,256,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0.076000,1973,75,13,4,620,2.4500,0.7184,43.102,1,1123,23628,75.0,25.0,12.5,87.5
512,21,256,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0.076000,1968,75,13,4,620,2.3200,0.7184,43.107,1,1123,23628,12.5,87.5,25.0,75.0
512,22,256,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0.076000,1970,75,13,4,620,9.2600,0.7184,43.102,1,1123,23628,25.0,75.0,87.5,12.5
512,23,256,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0.076000,1970,75,13,4,620,9.7900,0.7184,43.102,1,1123,23628,12.5,87.5,50.0,50.0
512,24,256,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0.076000,1970,75,13,4,620,9.3400,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
512,25,256,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.076000,1970,75,13,4,620,10.3100,0.7184,43.102,1,1123,23628,87.5,12.5,25.0,75.0
512,27,256,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0.076000,1970,75,13,4,620,9.4400,0.7184,43.102,1,1123,23628,12.5,87.5,37.5,62.5
512,28,256,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2400,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
512,29,256,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.076000,1973,75,13,4,620,9.2400,0.7184,43.102,1,1123,23628,75.0,25.0,87.5,12.5
513,0,256,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.076000,1964,75,13,4,620,10.0000,0.7184,43.102,1,1123,23628,0.0,100.0,37.5,62.5
513,3,256,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2500,0.7184,43.102,1,1123,23628,62.5,37.5,87.5,12.5
513,4,256,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0.076000,1971,75,13,4,620,11.7100,0.7184,43.107,1,1123,23628,25.0,75.0,25.0,75.0
513,6,256,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.076000,1972,75,13,4,620,9.9300,0.7184,43.107,1,1123,23628,12.5,87.5,25.0,75.0
513,7,256,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.075000,1376,60,9,4,614,1.5900,0.4911,29.467,1,1123,23628,100.0,0.0,12.5,87.5
513,9,256,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2600,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
513,10,256,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.076000,1968,75,13,4,620,2.7300,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
513,11,256,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.075000,1376,60,9,4,614,2.5400,0.4911,29.467,1,1123,23628,100.0,0.0,12.5,87.5
513,14,256,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.075000,1376,60,9,4,614,9.3100,0.4911,29.467,1,1123,23628,100.0,0.0,62.5,37.5
513,15,256,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,3.8700,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
513,16,256,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.074000,1509,60,13,4,614,9.2300,0.5812,34.872,1,1123,23628,25.0,75.0,100.0,0.0
513,17,256,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2300,0.7184,43.102,1,1123,23628,37.5,62.5,87.5,12.5
513,18,256,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0.076000,1973,75,13,4,620,9.8800,0.7184,43.102,1,1123,23628,25.0,75.0,25.0,75.0
513,19,256,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0.076000,1968,75,13,4,620,9.7300,0.7184,43.107,1,1123,23628,25.0,75.0,37.5,62.5
513,22,256,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0.076000,1970,75,13,4,620,9.4500,0.7184,43.102,1,1123,23628,87.5,12.5,50.0,50.0
513,23,256,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.076000,1970,75,13,4,620,9.3300,0.7184,43.102,1,1123,23628,87.5,12.5,75.0,25.0
513,24,256,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1975,75,13,4,620,17.0300,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
513,25,256,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0.076000,1970,75,13,4,620,9.8900,0.7184,43.102,1,1123,23628,37.5,62.5,37.5,62.5
513,26,256,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0.076000,1973,75,13,4,620,2.5000,0.7184,43.102,1,1123,23628,25.0,75.0,12.5,87.5
513,28,256,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.076000,1975,75,13,4,620,9.0200,0.7184,43.102,1,1123,23628,87.5,12.5,75.0,25.0
513,29,256,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,16.9400,0.7184,43.102,1,1123,23628,25.0,75.0,25.0,75.0
514,0,256,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.076000,1975,75,13,4,620,1.5900,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
514,1,256,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0.076000,1973,75,13,4,620,9.2000,0.7184,43.102,1,1123,23628,25.0,75.0,87.5,12.5
514,2,256,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.075000,1376,60,9,4,614,2.1400,0.4911,29.467,1,1123,23628,100.0,0.0,12.5,87.5
514,3,256,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.075000,1376,59,9,4,612,10.3100,0.4911,29.467,1,1123,23628,100.0,0.0,25.0,75.0
514,4,256,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.2700,0.7184,43.102,1,1123,23628,50.0,50.0,87.5,12.5
514,5,256,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.076000,1970,75,13,4,620,9.2300,0.7184,43.102,1,1123,23628,87.5,12.5,75.0,25.0
514,6,256,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0.076000,1970,75,13,4,620,9.5600,0.7187,43.123,1,1123,23628,12.5,87.5,50.0,50.0
514,7,256,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.076000,1982,75,13,4,620,2.2900,0.7251,43.508,1,1123,23628,25.0,75.0,25.0,75.0
514,9,256,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0.076000,1970,75,13,4,620,9.3500,0.7184,43.102,1,1123,23628,25.0,75.0,87.5,12.5
514,10,256,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.076000,1966,75,13,4,620,9.3900,0.7184,43.107,1,1123,23628,87.5,12.5,62.5,37.5
514,12,256,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.076000,1970,75,13,4,620,2.8900,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
514,13,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.075000,1376,60,9,4,614,9.0000,0.4911,29.467,1,1123,23628,100.0,0.0,87.5,12.5
514,14,256,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.076000,1975,75,13,4,620,9.0600,0.7184,43.102,1,1123,23628,87.5,12.5,75.0,25.0
514,15,256,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0.076000,1970,75,13,4,620,10.0100,0.7184,43.102,1,1123,23628,12.5,87.5,50.0,50.0
514,16,256,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1970,75,13,4,620,8.1700,0.7184,43.102,1,1123,23628,12.5,87.5,12.5,87.5
514,18,256,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.076000,1971,75,13,4,620,11.7000,0.7184,43.107,1,1123,23628,25.0,75.0,25.0,75.0
514,19,256,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.076000,1918,75,13,4,611,13.4100,0.7191,43.145,1,1123,23628,25.0,75.0,0.0,100.0
