generation,solution_id,fft_size,s0_mult,s0_add,s1_mult,s1_add,s2_mult,s2_add,s3_mult,s3_add,s4_mult,s4_add,s5_mult,s5_add,power_W,area_LUTs,lutrams,dsps,brams,ffs,sqnr_dB,norm_latency,crit_delay_ns,meets_timing,avg_exec_cycles,tot_sim_cycles,fp4_mult_pct,fp8_mult_pct,fp4_add_pct,fp8_add_pct
309,6,64,0,0,0,0,0,0,0,0,1,1,1,1,0.075000,1972,68,13,4,606,10.0100,0.5349,42.795,1,267,5764,66.7,33.3,66.7,33.3
309,8,64,0,0,1,0,1,1,0,1,1,1,1,1,0.075000,1954,69,13,4,608,13.1400,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
309,9,64,1,1,0,0,0,0,0,0,0,1,0,0,0.076000,1954,69,13,4,608,1.7800,0.5389,43.109,1,267,5764,83.3,16.7,66.7,33.3
309,10,64,0,0,0,0,1,1,0,0,0,0,1,1,0.075000,1969,69,13,4,608,10.1100,0.5393,43.147,1,267,5764,66.7,33.3,66.7,33.3
309,11,64,0,0,1,1,1,1,0,0,1,0,0,0,0.075000,1962,69,13,4,608,9.6100,0.5389,43.109,1,267,5764,50.0,50.0,66.7,33.3
309,12,64,1,1,1,1,0,1,0,1,1,1,0,0,0.075000,1952,69,13,4,608,2.4800,0.5389,43.109,1,267,5764,50.0,50.0,16.7,83.3
309,13,64,1,1,1,1,1,1,1,1,0,1,0,0,0.075000,1956,69,13,4,608,2.8700,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
309,16,64,1,1,1,0,1,0,1,0,1,0,1,0,0.076000,1962,69,13,4,608,1.9000,0.5389,43.109,1,267,5764,0.0,100.0,83.3,16.7
309,17,64,0,0,1,1,1,1,0,0,0,0,1,1,0.076000,1979,69,13,4,608,10.1100,0.5393,43.147,1,267,5764,50.0,50.0,50.0,50.0
309,19,64,0,0,0,0,1,1,0,1,1,1,1,1,0.075000,1954,69,13,4,608,13.1400,0.5389,43.109,1,267,5764,50.0,50.0,33.3,66.7
309,20,64,1,0,1,1,1,1,0,1,1,1,1,1,0.076000,1955,69,13,4,608,13.1400,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
309,22,64,0,0,0,0,0,0,0,0,0,0,1,0,0.074000,1502,55,13,4,604,9.6200,0.4272,34.176,1,267,5764,83.3,16.7,100.0,0.0
309,23,64,1,1,0,0,0,0,1,1,0,0,1,1,0.076000,1974,69,13,4,608,2.6800,0.5350,42.798,1,267,5764,50.0,50.0,50.0,50.0
309,25,64,1,0,1,0,1,0,1,1,1,0,1,0,0.075000,1957,69,13,4,608,9.6500,0.5389,43.109,1,267,5764,0.0,100.0,83.3,16.7
309,26,64,1,1,1,1,0,1,1,0,1,1,1,1,0.076000,1954,69,13,4,608,3.7100,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
309,28,64,0,0,1,1,0,0,0,0,0,0,1,1,0.075000,1972,68,13,4,606,9.8300,0.5349,42.795,1,267,5764,66.7,33.3,66.7,33.3
309,29,64,1,1,1,1,0,0,0,1,1,1,1,1,0.076000,1958,69,13,4,608,4.2500,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
310,0,64,0,0,0,0,1,1,0,0,1,1,1,0,0.075000,1954,69,13,4,608,10.1600,0.5389,43.109,1,267,5764,50.0,50.0,66.7,33.3
310,1,64,0,0,1,1,1,1,1,1,1,1,0,0,0.075000,1973,69,13,4,608,10.4500,0.5393,43.147,1,267,5764,33.3,66.7,33.3,66.7
310,2,64,0,0,0,0,1,1,0,0,0,1,0,0,0.075000,1954,69,13,4,608,9.8400,0.5389,43.109,1,267,5764,83.3,16.7,66.7,33.3
310,3,64,1,1,1,1,1,1,1,1,1,1,0,0,0.075000,1972,69,13,4,608,3.2600,0.5350,42.798,1,267,5764,16.7,83.3,16.7,83.3
310,4,64,0,0,0,0,1,0,0,0,1,1,1,1,0.075000,1954,69,13,4,608,10.0100,0.5389,43.109,1,267,5764,50.0,50.0,66.7,33.3
310,5,64,1,1,1,1,0,1,0,1,0,1,0,0,0.075000,1955,69,13,4,608,2.3100,0.5389,43.109,1,267,5764,66.7,33.3,16.7,83.3
310,7,64,0,1,0,0,1,1,1,1,1,1,1,1,0.076000,1954,69,13,4,608,7.3800,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
310,8,64,0,1,1,1,0,0,1,1,1,1,1,1,0.076000,1954,69,13,4,608,3.4300,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
310,9,64,1,0,1,0,1,1,1,0,1,0,1,0,0.075000,1957,69,13,4,608,9.7300,0.5389,43.109,1,267,5764,0.0,100.0,83.3,16.7
310,11,64,0,0,1,1,0,0,0,0,1,1,1,1,0.075000,1974,69,13,4,608,10.0100,0.5350,42.798,1,267,5764,50.0,50.0,50.0,50.0
310,13,64,0,0,0,0,1,1,0,0,0,0,0,0,0.075000,1974,69,13,4,608,9.5600,0.5350,42.798,1,267,5764,83.3,16.7,83.3,16.7
310,16,64,1,0,1,0,1,1,0,0,0,0,0,0,0.075000,1954,69,13,4,608,9.5600,0.5389,43.109,1,267,5764,50.0,50.0,83.3,16.7
310,18,64,0,0,0,0,0,0,0,1,1,1,1,1,0.075000,1965,69,13,4,608,10.2700,0.5389,43.109,1,267,5764,66.7,33.3,50.0,50.0
310,20,64,1,0,0,0,1,0,1,0,0,0,1,0,0.074000,1502,55,13,4,604,9.5700,0.4272,34.176,1,267,5764,33.3,66.7,100.0,0.0
310,21,64,0,1,1,1,1,1,0,1,1,1,0,0,0.075000,1952,69,13,4,608,2.4300,0.5389,43.109,1,267,5764,50.0,50.0,16.7,83.3
310,22,64,1,1,1,1,1,0,1,1,1,1,1,1,0.076000,1957,69,13,4,608,7.3900,0.5389,43.109,1,267,5764,0.0,100.0,16.7,83.3
310,24,64,0,0,1,0,0,0,0,0,0,0,0,0,0.074000,1502,55,13,4,604,9.4100,0.4272,34.176,1,267,5764,83.3,16.7,100.0,0.0
310,26,64,1,1,1,0,1,0,1,0,0,0,1,0,0.076000,1959,69,13,4,608,1.8400,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
310,27,64,1,0,1,1,0,1,1,1,1,1,1,1,0.076000,1955,69,13,4,608,22.5300,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
310,29,64,1,1,0,0,0,0,0,0,1,1,1,1,0.076000,1974,69,13,4,608,2.5300,0.5350,42.798,1,267,5764,50.0,50.0,50.0,50.0
311,0,64,0,0,1,0,1,1,1,1,0,1,1,1,0.075000,1954,69,13,4,608,12.7100,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
311,1,64,1,1,1,1,0,0,0,0,1,1,1,1,0.075000,1967,67,13,4,604,2.6000,0.5322,42.578,1,267,5764,33.3,66.7,33.3,66.7
311,2,64,0,1,1,1,0,0,0,0,0,0,1,1,0.076000,1957,69,13,4,608,2.3200,0.5389,43.109,1,267,5764,66.7,33.3,50.0,50.0
311,5,64,0,0,1,1,0,0,1,1,1,1,1,1,0.075000,1974,69,13,4,608,10.7300,0.5350,42.798,1,267,5764,33.3,66.7,33.3,66.7
311,6,64,0,0,0,1,0,1,0,1,1,0,0,1,0.075000,1954,69,13,4,608,10.1700,0.5389,43.109,1,267,5764,83.3,16.7,33.3,66.7
311,7,64,0,0,1,1,0,0,0,0,0,1,0,0,0.075000,1954,69,13,4,608,9.6300,0.5389,43.109,1,267,5764,83.3,16.7,66.7,33.3
311,8,64,1,1,1,1,0,1,0,0,1,1,1,1,0.076000,1958,69,13,4,608,3.3400,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
311,11,64,0,0,1,0,1,0,1,0,1,0,1,0,0.074000,1502,55,13,4,604,9.5600,0.4272,34.176,1,267,5764,16.7,83.3,100.0,0.0
311,12,64,1,1,0,1,1,1,1,1,1,1,1,1,0.075000,1907,69,13,4,599,21.2100,0.5389,43.109,1,267,5764,16.7,83.3,0.0,100.0
311,13,64,0,1,0,1,1,1,0,1,0,1,0,1,0.075000,1907,69,13,4,599,11.2800,0.5389,43.109,1,267,5764,83.3,16.7,0.0,100.0
311,15,64,1,0,1,1,0,0,0,0,1,1,1,1,0.076000,1958,69,13,4,608,10.0100,0.5389,43.109,1,267,5764,33.3,66.7,50.0,50.0
311,16,64,0,0,1,1,0,0,0,0,0,0,1,0,0.075000,1957,69,13,4,608,9.6200,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
311,17,64,1,0,1,0,1,0,1,0,1,1,1,0,0.075000,1957,69,13,4,608,9.6900,0.5389,43.109,1,267,5764,0.0,100.0,83.3,16.7
311,18,64,0,0,1,0,0,0,1,1,0,0,0,0,0.075000,1957,69,13,4,608,9.4200,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
311,19,64,0,0,0,0,0,0,1,1,0,0,0,0,0.075000,1974,69,13,4,608,9.4200,0.5350,42.798,1,267,5764,83.3,16.7,83.3,16.7
311,20,64,1,0,0,0,0,0,0,0,0,1,0,0,0.075000,1954,69,13,4,608,9.6300,0.5389,43.109,1,267,5764,83.3,16.7,83.3,16.7
311,21,64,1,0,1,1,1,0,1,0,0,0,1,0,0.075000,1954,69,13,4,608,9.5700,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
311,23,64,0,0,1,1,0,1,1,1,1,1,1,1,0.076000,1959,69,13,4,608,22.5300,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
311,24,64,0,0,1,1,0,0,0,1,1,1,1,1,0.076000,1954,69,13,4,608,10.2700,0.5389,43.109,1,267,5764,50.0,50.0,33.3,66.7
311,25,64,0,0,1,0,1,1,1,1,1,1,0,0,0.075000,1954,69,13,4,608,10.4500,0.5389,43.109,1,267,5764,33.3,66.7,50.0,50.0
311,26,64,1,0,1,0,0,0,1,0,1,0,1,0,0.074000,1502,55,13,4,604,9.5600,0.4272,34.176,1,267,5764,16.7,83.3,100.0,0.0
311,27,64,0,0,1,0,1,0,0,0,0,0,0,0,0.074000,1502,55,13,4,604,9.4100,0.4272,34.176,1,267,5764,66.7,33.3,100.0,0.0
311,28,64,1,1,0,0,1,1,1,1,0,1,1,1,0.076000,1957,69,13,4,608,7.0800,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
311,29,64,1,1,1,1,1,1,1,1,0,1,1,0,0.075000,1952,69,13,4,608,2.9100,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
312,0,64,1,1,1,1,1,1,1,0,1,1,1,1,0.076000,1957,69,13,4,608,5.5300,0.5389,43.109,1,267,5764,0.0,100.0,16.7,83.3
312,1,64,1,0,0,0,1,1,1,0,0,0,1,0,0.075000,1954,69,13,4,608,9.6600,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
312,2,64,0,0,0,0,0,1,0,0,1,1,1,1,0.075000,1957,69,13,4,608,10.3900,0.5389,43.109,1,267,5764,66.7,33.3,50.0,50.0
312,5,64,1,0,1,0,1,0,0,0,0,0,0,0,0.074000,1502,55,13,4,604,9.4100,0.4272,34.176,1,267,5764,50.0,50.0,100.0,0.0
312,6,64,0,1,1,1,1,0,1,1,1,1,1,1,0.076000,1954,69,13,4,608,4.4700,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
312,7,64,0,0,1,1,1,1,1,1,1,1,1,0,0.075000,1956,69,13,4,608,10.6800,0.5389,43.109,1,267,5764,16.7,83.3,33.3,66.7
312,8,64,1,0,1,1,1,1,1,1,0,1,0,0,0.075000,1960,69,13,4,608,10.1500,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
312,9,64,0,0,0,1,0,0,0,0,1,1,1,1,0.075000,1957,69,13,4,608,10.0100,0.5389,43.109,1,267,5764,66.7,33.3,50.0,50.0
312,11,64,1,0,0,0,1,0,1,0,0,0,1,1,0.075000,1959,69,13,4,608,9.8000,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
312,12,64,1,0,1,0,1,1,1,1,1,1,1,1,0.075000,1956,68,13,4,606,24.0700,0.5389,43.109,1,267,5764,0.0,100.0,33.3,66.7
312,16,64,1,1,0,1,0,0,1,1,1,1,1,1,0.076000,1954,69,13,4,608,4.2400,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
312,17,64,1,0,1,1,1,1,1,1,1,1,1,1,0.076000,1958,69,13,4,608,24.0700,0.5389,43.109,1,267,5764,0.0,100.0,16.7,83.3
312,18,64,0,0,1,1,0,0,1,1,1,1,1,0,0.075000,1951,69,13,4,608,9.7900,0.5389,43.109,1,267,5764,33.3,66.7,50.0,50.0
312,19,64,0,0,0,1,0,1,0,1,0,1,0,1,0.075000,1346,54,9,4,602,11.2100,0.3557,28.458,1,267,5764,100.0,0.0,16.7,83.3
312,20,64,1,1,1,1,0,0,1,1,0,1,1,1,0.076000,1954,69,13,4,608,4.2200,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
312,21,64,0,0,0,0,0,0,0,0,1,1,1,0,0.075000,1957,69,13,4,608,9.7400,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
312,22,64,0,0,0,0,1,1,1,1,1,0,1,1,0.075000,1954,69,13,4,608,10.8000,0.5389,43.109,1,267,5764,33.3,66.7,50.0,50.0
312,25,64,1,0,1,0,0,0,1,0,1,1,1,0,0.075000,1954,69,13,4,608,9.6900,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
312,26,64,0,0,1,0,1,0,1,0,0,1,1,1,0.075000,1954,69,13,4,608,9.8800,0.5389,43.109,1,267,5764,33.3,66.7,66.7,33.3
312,27,64,0,0,0,0,1,1,1,0,1,1,1,1,0.075000,1957,69,13,4,608,10.3500,0.5389,43.109,1,267,5764,33.3,66.7,50.0,50.0
312,28,64,1,0,1,0,1,0,1,1,0,0,1,0,0.075000,1954,69,13,4,608,9.5400,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
312,29,64,0,0,0,0,1,1,0,0,1,1,0,0,0.075000,1974,69,13,4,608,10.0900,0.5350,42.798,1,267,5764,66.7,33.3,66.7,33.3
313,1,64,0,0,1,0,0,0,0,0,0,0,1,1,0.075000,1962,69,13,4,608,9.8300,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
313,3,64,0,0,0,1,1,1,1,1,1,1,1,1,0.076000,1957,69,13,4,608,24.0700,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
313,4,64,1,1,1,1,1,1,1,0,1,1,0,0,0.076000,1950,69,13,4,608,2.4400,0.5389,43.109,1,267,5764,16.7,83.3,33.3,66.7
313,5,64,1,1,1,1,1,1,0,0,0,1,1,1,0.076000,1954,69,13,4,608,4.1800,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
313,6,64,0,1,0,1,0,1,0,1,0,1,0,0,0.075000,1343,54,9,4,602,2.4000,0.3560,28.480,1,267,5764,100.0,0.0,16.7,83.3
313,7,64,1,0,0,0,1,0,0,1,0,0,0,0,0.075000,1957,69,13,4,608,9.4800,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
313,8,64,1,0,1,1,1,0,0,1,0,0,1,0,0.075000,1954,69,13,4,608,9.7000,0.5389,43.109,1,267,5764,33.3,66.7,66.7,33.3
313,9,64,1,0,1,0,0,1,1,0,0,0,1,0,0.075000,1954,69,13,4,608,9.8200,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
313,10,64,0,0,1,0,0,1,0,1,0,1,0,1,0.075000,1954,69,13,4,608,11.2100,0.5389,43.109,1,267,5764,83.3,16.7,33.3,66.7
313,11,64,1,0,1,0,0,0,1,1,1,0,1,0,0.075000,1954,69,13,4,608,9.6500,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
313,12,64,0,0,0,0,0,0,1,1,0,1,0,0,0.075000,1961,69,13,4,608,9.7000,0.5389,43.109,1,267,5764,83.3,16.7,66.7,33.3
313,14,64,0,0,0,0,0,0,0,0,0,0,0,1,0.075000,1348,54,9,4,602,9.5600,0.3560,28.480,1,267,5764,100.0,0.0,83.3,16.7
313,15,64,1,0,1,0,1,1,0,0,1,1,1,1,0.075000,1954,69,13,4,608,10.3900,0.5389,43.109,1,267,5764,16.7,83.3,50.0,50.0
313,16,64,0,0,1,1,0,0,1,0,1,1,1,1,0.076000,1954,69,13,4,608,9.9900,0.5389,43.109,1,267,5764,33.3,66.7,50.0,50.0
313,17,64,1,1,0,1,1,1,1,1,0,0,1,1,0.076000,1954,69,13,4,608,4.1200,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
313,18,64,0,1,0,0,0,0,0,0,0,1,0,0,0.075000,1345,53,9,4,600,1.8800,0.3560,28.480,1,267,5764,100.0,0.0,66.7,33.3
313,20,64,1,0,1,0,1,0,0,0,1,1,0,0,0.075000,1954,69,13,4,608,9.7200,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
313,21,64,0,0,0,0,0,1,1,1,1,1,1,0,0.075000,1954,69,13,4,608,10.3600,0.5389,43.109,1,267,5764,50.0,50.0,50.0,50.0
313,22,64,1,1,0,1,0,1,1,1,1,1,1,1,0.075000,1907,69,13,4,599,17.1700,0.5389,43.109,1,267,5764,33.3,66.7,0.0,100.0
313,24,64,1,0,1,1,0,0,1,1,1,1,1,1,0.076000,1954,69,13,4,608,10.7300,0.5389,43.109,1,267,5764,16.7,83.3,33.3,66.7
313,25,64,0,0,1,1,0,1,0,1,0,1,0,1,0.076000,1955,69,13,4,608,11.2100,0.5389,43.109,1,267,5764,83.3,16.7,16.7,83.3
313,26,64,1,0,0,1,1,1,1,1,1,1,1,1,0.076000,1955,69,13,4,608,24.0700,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
313,27,64,0,0,0,1,0,1,0,1,1,1,0,1,0.076000,1954,69,13,4,608,11.3800,0.5389,43.109,1,267,5764,83.3,16.7,16.7,83.3
313,28,64,0,0,0,0,1,1,1,1,0,1,1,1,0.075000,1954,69,13,4,608,12.7100,0.5389,43.109,1,267,5764,50.0,50.0,33.3,66.7
314,1,64,1,1,1,0,1,1,0,1,1,1,1,1,0.076000,1952,69,13,4,608,8.2500,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
314,3,64,0,1,0,1,0,1,0,0,0,1,0,1,0.075000,1345,54,9,4,602,2.3100,0.3560,28.480,1,267,5764,100.0,0.0,16.7,83.3
314,4,64,1,0,1,0,1,1,1,1,0,0,1,1,0.075000,1952,69,13,4,608,10.4500,0.5389,43.109,1,267,5764,16.7,83.3,50.0,50.0
314,7,64,1,1,0,1,1,1,0,0,1,1,1,1,0.076000,1954,69,13,4,608,3.6500,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
314,8,64,1,0,1,1,1,0,1,0,1,0,1,0,0.075000,1957,69,13,4,608,9.5600,0.5389,43.109,1,267,5764,0.0,100.0,83.3,16.7
314,10,64,1,0,1,0,0,0,0,1,0,0,0,0,0.075000,1957,69,13,4,608,9.4800,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
314,12,64,1,1,1,1,1,1,0,1,0,0,1,1,0.076000,1954,69,13,4,608,4.3600,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
314,14,64,1,0,0,0,1,0,1,1,0,0,1,0,0.075000,1954,69,13,4,608,9.5400,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
314,15,64,0,0,0,0,0,0,0,0,1,0,0,0,0.074000,1502,55,13,4,604,9.4500,0.4272,34.176,1,267,5764,83.3,16.7,100.0,0.0
314,17,64,0,0,0,1,1,1,1,1,1,1,1,0,0.075000,1958,69,13,4,608,10.6800,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
314,18,64,1,0,1,0,0,0,1,0,0,1,1,0,0.075000,1954,69,13,4,608,9.7000,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
314,19,64,1,1,1,1,1,1,0,1,1,1,0,0,0.075000,1952,69,13,4,608,3.1200,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
314,20,64,1,0,1,0,0,0,0,1,1,0,1,0,0.075000,1958,69,13,4,608,9.6500,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
314,22,64,0,0,0,1,0,1,1,0,0,1,0,1,0.076000,1952,69,13,4,608,9.9500,0.5389,43.109,1,267,5764,83.3,16.7,33.3,66.7
314,23,64,1,0,1,0,0,0,1,1,1,1,1,1,0.075000,1962,69,13,4,608,10.7300,0.5389,43.109,1,267,5764,16.7,83.3,50.0,50.0
314,24,64,0,0,1,0,0,0,0,0,0,0,0,1,0.075000,1959,69,13,4,608,9.5600,0.5389,43.109,1,267,5764,83.3,16.7,83.3,16.7
314,26,64,1,0,0,1,1,1,1,1,0,0,1,1,0.076000,1954,69,13,4,608,10.4500,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
315,0,64,0,0,0,0,0,0,0,0,1,0,1,1,0.075000,1962,69,13,4,608,9.8800,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
315,1,64,0,0,0,1,1,1,1,0,1,1,1,1,0.076000,1955,69,13,4,608,10.3500,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
315,3,64,1,0,0,0,1,1,1,1,1,1,1,1,0.075000,1954,69,13,4,608,24.0700,0.5389,43.109,1,267,5764,16.7,83.3,33.3,66.7
315,4,64,1,0,0,0,1,0,1,0,1,1,1,0,0.075000,1954,69,13,4,608,9.6900,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
315,9,64,0,1,1,0,1,0,1,0,1,0,1,0,0.075000,1959,69,13,4,608,1.8700,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
315,10,64,1,0,0,0,0,0,0,0,1,0,0,0,0.074000,1502,54,13,4,602,9.4500,0.4272,34.176,1,267,5764,66.7,33.3,100.0,0.0
315,12,64,0,0,0,1,0,1,0,1,0,1,1,1,0.075000,1954,69,13,4,608,11.9000,0.5389,43.109,1,267,5764,83.3,16.7,16.7,83.3
315,13,64,0,0,0,0,1,0,0,0,0,0,0,0,0.074000,1502,55,13,4,604,9.4100,0.4272,34.176,1,267,5764,83.3,16.7,100.0,0.0
315,14,64,0,0,0,0,0,0,0,0,0,1,0,1,0.075000,1345,53,9,4,600,9.7500,0.3560,28.480,1,267,5764,100.0,0.0,66.7,33.3
315,15,64,1,0,0,1,1,1,1,1,1,1,0,1,0.076000,1955,69,13,4,608,12.3800,0.5389,43.109,1,267,5764,33.3,66.7,16.7,83.3
315,16,64,1,0,1,0,0,0,1,0,0,0,1,0,0.074000,1502,55,13,4,604,9.5700,0.4272,34.176,1,267,5764,33.3,66.7,100.0,0.0
315,17,64,1,0,1,0,1,1,1,1,1,1,0,0,0.075000,1954,69,13,4,608,10.4500,0.5389,43.109,1,267,5764,16.7,83.3,50.0,50.0
315,20,64,0,0,0,1,1,1,0,1,0,1,0,1,0.076000,1954,69,13,4,608,11.1300,0.5389,43.109,1,267,5764,83.3,16.7,16.7,83.3
315,24,64,1,0,1,1,0,1,0,0,1,1,1,1,0.076000,1956,69,13,4,608,10.3900,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
315,25,64,1,1,0,0,0,0,0,0,0,0,0,1,0.076000,1959,69,13,4,608,1.7900,0.5389,43.109,1,267,5764,83.3,16.7,66.7,33.3
315,27,64,1,1,0,1,1,1,1,1,0,1,1,1,0.075000,1907,69,13,4,599,15.7500,0.5389,43.109,1,267,5764,33.3,66.7,0.0,100.0
315,28,64,1,1,1,1,1,0,0,1,1,1,1,1,0.076000,1954,69,13,4,608,5.9400,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
315,29,64,1,0,1,0,1,1,1,0,0,0,1,0,0.075000,1954,69,13,4,608,9.6600,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
316,0,64,1,0,1,0,1,0,1,0,0,0,0,1,0.075000,1963,69,13,4,608,9.4700,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
316,1,64,0,0,1,0,1,0,1,0,0,0,1,0,0.074000,1502,55,13,4,604,9.5700,0.4272,34.176,1,267,5764,33.3,66.7,100.0,0.0
316,5,64,1,1,0,0,1,1,1,1,1,1,1,1,0.076000,1969,69,13,4,608,10.6400,0.5393,43.147,1,267,5764,16.7,83.3,16.7,83.3
316,6,64,0,0,0,0,0,0,1,1,0,0,0,1,0.075000,1954,69,13,4,608,9.4200,0.5389,43.109,1,267,5764,83.3,16.7,66.7,33.3
316,8,64,1,0,1,0,0,0,0,0,0,0,1,0,0.074000,1502,55,13,4,604,9.6200,0.4272,34.176,1,267,5764,50.0,50.0,100.0,0.0
316,9,64,0,0,0,0,1,1,0,0,1,0,0,0,0.075000,1954,69,13,4,608,9.6100,0.5389,43.109,1,267,5764,66.7,33.3,83.3,16.7
316,10,64,0,0,0,0,0,0,0,0,1,1,0,1,0.075000,1954,69,13,4,608,9.8500,0.5389,43.109,1,267,5764,83.3,16.7,66.7,33.3
316,12,64,1,0,1,0,1,0,0,1,0,0,1,0,0.075000,1954,69,13,4,608,9.7000,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
316,15,64,0,0,0,0,0,0,1,0,0,0,1,0,0.074000,1502,55,13,4,604,9.5700,0.4272,34.176,1,267,5764,66.7,33.3,100.0,0.0
316,19,64,0,0,1,1,0,0,1,1,0,1,0,0,0.075000,1954,69,13,4,608,9.7000,0.5389,43.109,1,267,5764,66.7,33.3,50.0,50.0
316,21,64,1,0,1,0,0,0,1,1,0,0,1,0,0.075000,1954,69,13,4,608,9.5400,0.5389,43.109,1,267,5764,33.3,66.7,83.3,16.7
316,24,64,0,0,1,0,0,1,0,0,1,1,1,1,0.075000,1954,69,13,4,608,10.3900,0.5389,43.109,1,267,5764,50.0,50.0,50.0,50.0
316,25,64,1,1,1,1,1,1,0,1,1,0,1,1,0.076000,1954,69,13,4,608,4.5600,0.5389,43.109,1,267,5764,16.7,83.3,16.7,83.3
316,26,64,0,0,0,0,0,0,1,1,0,1,0,1,0.075000,1961,69,13,4,608,10.1000,0.5389,43.109,1,267,5764,83.3,16.7,50.0,50.0
316,28,64,1,0,0,1,1,1,1,1,1,1,0,0,0.075000,1957,69,13,4,608,10.4500,0.5389,43.109,1,267,5764,33.3,66.7,33.3,66.7
316,29,64,0,0,1,0,0,0,1,0,0,0,1,0,0.074000,1502,55,13,4,604,9.5700,0.4272,34.176,1,267,5764,50.0,50.0,100.0,0.0
317,0,64,1,0,1,0,1,1,1,1,1,1,0,1,0.075000,1954,69,13,4,608,12.3800,0.5389,43.109,1,267,5764,16.7,83.3,33.3,66.7
317,3,64,0,0,1,1,0,0,1,1,1,1,0,1,0.076000,1954,69,13,4,608,10.4100,0.5389,43.109,1,267,5764,50.0,50.0,33.3,66.7
317,4,64,1,0,0,0,0,0,0,0,0,0,1,0,0.074000,1502,55,13,4,604,9.6200,0.4272,34.176,1,267,5764,66.7,33.3,100.0,0.0
317,7,64,0,0,1,0,0,0,0,0,0,0,1,0,0.074000,1502,54,13,4,602,9.6200,0.4272,34.176,1,267,5764,66.7,33.3,100.0,0.0
317,10,64,1,0,1,0,0,0,1,0,1,0,1,1,0.075000,1959,69,13,4,608,9.8200,0.5389,43.109,1,267,5764,16.7,83.3,83.3,16.7
317,11,64,0,1,0,1,0,1,0,1,0,1,1,1,0.075000,1907,69,13,4,599,11.7300,0.5389,43.109,1,267,5764,83.3,16.7,0.0,100.0
317,12,64,0,1,0,0,0,0,0,0,0,1,0,1,0.075000,1345,54,9,4,602,1.9800,0.3560,28.480,1,267,5764,100.0,0.0,50.0,50.0
317,14,64,0,0,0,0,1,0,1,1,1,1,1,1,0.075000,1964,69,13,4,608,10.7300,0.5389,43.109,1,267,5764,33.3,66.7,50.0,50.0
