generation,solution_id,fft_size,s0_mult,s0_add,s1_mult,s1_add,s2_mult,s2_add,s3_mult,s3_add,s4_mult,s4_add,s5_mult,s5_add,s6_mult,s6_add,power_W,area_LUTs,lutrams,dsps,brams,ffs,sqnr_dB,norm_latency,crit_delay_ns,meets_timing,avg_exec_cycles,tot_sim_cycles,fp4_mult_pct,fp8_mult_pct,fp4_add_pct,fp8_add_pct
409,2,128,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0.073000,1246,77,10,4,157,12.1100,0.5175,35.487,1,535,11528,14.3,85.7,14.3,85.7
409,3,128,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,15.5100,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,4,128,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.073000,1192,77,10,4,148,12.6600,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,5,128,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0.073000,1242,77,10,4,157,11.4100,0.5175,35.487,1,535,11528,42.9,57.1,14.3,85.7
409,6,128,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.073000,1192,77,10,4,148,13.0300,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,7,128,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0.073000,1249,77,10,4,157,9.9600,0.5176,35.490,1,535,11528,57.1,42.9,42.9,57.1
409,8,128,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,4.2300,0.5175,35.487,1,535,11528,42.9,57.1,14.3,85.7
409,9,128,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0.073000,1192,77,10,4,148,12.0700,0.5176,35.490,1,535,11528,57.1,42.9,0.0,100.0
409,11,128,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0.073000,1192,77,10,4,148,13.4800,0.5176,35.490,1,535,11528,57.1,42.9,0.0,100.0
409,12,128,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0.073000,1242,77,10,4,157,10.8900,0.5176,35.490,1,535,11528,85.7,14.3,14.3,85.7
409,13,128,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.073000,1192,77,10,4,148,12.9000,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,15,128,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.073000,1241,77,10,4,157,3.3700,0.5176,35.490,1,535,11528,0.0,100.0,14.3,85.7
409,16,128,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.073000,1192,77,10,4,148,12.3300,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,18,128,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,16.1700,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,20,128,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.073000,1192,77,10,4,148,12.3000,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,22,128,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,17.7400,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
409,23,128,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0.073000,1238,77,10,4,157,11.2300,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
409,24,128,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0.073000,1192,77,10,4,148,11.6900,0.5176,35.490,1,535,11528,57.1,42.9,0.0,100.0
409,25,128,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,23.2000,0.5176,35.490,1,535,11528,0.0,100.0,14.3,85.7
409,26,128,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0.073000,1239,77,10,4,157,12.1000,0.5176,35.490,1,535,11528,42.9,57.1,28.6,71.4
409,27,128,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,20.8600,0.5176,35.490,1,535,11528,14.3,85.7,0.0,100.0
409,28,128,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0.073000,1242,77,10,4,157,11.2100,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
409,29,128,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0.073000,1242,77,10,4,157,11.2400,0.5176,35.490,1,535,11528,85.7,14.3,14.3,85.7
410,1,128,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0.073000,1241,77,10,4,157,3.5700,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
410,2,128,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0.073000,1242,77,10,4,157,12.8200,0.5176,35.490,1,535,11528,14.3,85.7,14.3,85.7
410,3,128,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0.073000,1241,77,10,4,157,8.4100,0.5175,35.487,1,535,11528,14.3,85.7,14.3,85.7
410,4,128,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0.073000,1192,77,10,4,148,11.7500,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
410,5,128,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,23.2000,0.5176,35.490,1,535,11528,14.3,85.7,14.3,85.7
410,6,128,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0.073000,1238,77,10,4,157,2.0200,0.5176,35.490,1,535,11528,85.7,14.3,14.3,85.7
410,7,128,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0.073000,1242,77,10,4,157,10.6800,0.5176,35.490,1,535,11528,85.7,14.3,14.3,85.7
410,8,128,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,18.3000,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
410,9,128,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0.073000,1239,77,10,4,157,11.4000,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
410,10,128,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.073000,1192,77,10,4,148,12.7900,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
410,11,128,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0.073000,1244,77,10,4,157,4.1900,0.5175,35.487,1,535,11528,28.6,71.4,14.3,85.7
410,12,128,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.073000,1248,77,10,4,157,10.7700,0.5176,35.490,1,535,11528,57.1,42.9,42.9,57.1
410,13,128,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0.073000,1237,77,10,4,157,9.8300,0.5175,35.487,1,535,11528,42.9,57.1,57.1,42.9
410,14,128,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0.073000,1242,77,10,4,157,10.7300,0.5176,35.490,1,535,11528,57.1,42.9,14.3,85.7
410,15,128,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0.073000,1192,77,10,4,148,11.1100,0.5176,35.490,1,535,11528,85.7,14.3,0.0,100.0
410,17,128,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0.073000,1192,77,10,4,148,12.4900,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
410,19,128,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0.073000,1242,77,10,4,157,10.5800,0.5175,35.487,1,535,11528,14.3,85.7,42.9,57.1
410,20,128,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0.073000,1192,77,10,4,148,10.5100,0.5176,35.490,1,535,11528,85.7,14.3,0.0,100.0
410,21,128,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0.073000,1248,77,10,4,157,10.3300,0.5176,35.490,1,535,11528,57.1,42.9,42.9,57.1
410,22,128,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,12.9900,0.5176,35.490,1,535,11528,42.9,57.1,28.6,71.4
410,24,128,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.073000,1192,77,10,4,148,15.3300,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
410,25,128,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,11.7400,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
410,26,128,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0.073000,1241,77,10,4,157,3.4000,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
410,27,128,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,23.1900,0.5176,35.490,1,535,11528,0.0,100.0,28.6,71.4
410,28,128,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,15.6000,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
411,1,128,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,11.2000,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
411,5,128,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0.073000,1242,77,10,4,157,12.0300,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
411,6,128,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.073000,1195,77,10,4,148,19.1400,0.5175,35.487,1,535,11528,14.3,85.7,0.0,100.0
411,7,128,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0.073000,1192,77,10,4,148,10.4900,0.5176,35.490,1,535,11528,85.7,14.3,0.0,100.0
411,8,128,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0.073000,1192,77,10,4,148,11.7900,0.5176,35.490,1,535,11528,57.1,42.9,0.0,100.0
411,10,128,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0.073000,1242,77,10,4,157,10.6000,0.5176,35.490,1,535,11528,85.7,14.3,14.3,85.7
411,11,128,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0.073000,1242,77,10,4,157,11.3200,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
411,15,128,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,14.4700,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
411,16,128,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0.073000,1248,77,10,4,157,10.7000,0.5176,35.490,1,535,11528,28.6,71.4,42.9,57.1
411,18,128,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0.073000,1238,77,10,4,157,9.7800,0.5176,35.490,1,535,11528,71.4,28.6,42.9,57.1
411,20,128,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0.073000,1192,77,10,4,148,14.9800,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
411,21,128,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0.073000,1239,77,10,4,157,9.4100,0.5176,35.490,1,535,11528,57.1,42.9,42.9,57.1
411,23,128,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0.073000,1246,77,10,4,157,11.7800,0.5175,35.487,1,535,11528,14.3,85.7,14.3,85.7
411,24,128,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,7.9400,0.5176,35.490,1,535,11528,0.0,100.0,14.3,85.7
411,25,128,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0.073000,1242,77,10,4,157,11.4500,0.5175,35.487,1,535,11528,71.4,28.6,28.6,71.4
411,26,128,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,4.1200,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
411,28,128,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.073000,1242,77,10,4,157,11.7800,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
411,29,128,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0.073000,1239,77,10,4,157,9.9000,0.5175,35.487,1,535,11528,42.9,57.1,57.1,42.9
412,0,128,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0.073000,1238,77,10,4,157,10.8800,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
412,1,128,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0.073000,1192,77,10,4,148,10.5400,0.5176,35.490,1,535,11528,85.7,14.3,0.0,100.0
412,4,128,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.073000,1245,77,10,4,157,2.4700,0.5175,35.487,1,535,11528,14.3,85.7,14.3,85.7
412,5,128,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0.073000,1242,77,10,4,157,12.1100,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
412,9,128,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.073000,1245,77,10,4,157,12.9700,0.5175,35.487,1,535,11528,14.3,85.7,14.3,85.7
412,11,128,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0.073000,1238,77,10,4,157,2.7600,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
412,13,128,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.073000,1192,77,10,4,148,13.8600,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
412,14,128,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0.073000,1241,77,10,4,157,2.6500,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
412,15,128,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.073000,1239,77,10,4,157,11.4000,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
412,16,128,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0.073000,1238,77,10,4,157,10.1000,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
412,17,128,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,12.9900,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
412,21,128,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0.073000,1239,77,10,4,157,10.1000,0.5176,35.490,1,535,11528,57.1,42.9,42.9,57.1
412,24,128,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.073000,1192,77,10,4,148,13.8600,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
412,27,128,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,23.2000,0.5176,35.490,1,535,11528,14.3,85.7,14.3,85.7
412,28,128,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0.073000,1242,77,10,4,157,3.4900,0.5175,35.487,1,535,11528,14.3,85.7,28.6,71.4
412,29,128,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.073000,1192,77,10,4,148,15.5200,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
413,5,128,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.073000,1242,77,10,4,157,11.4100,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
413,6,128,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,13.0100,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
413,8,128,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.073000,1244,77,10,4,157,23.1900,0.5175,35.487,1,535,11528,42.9,57.1,28.6,71.4
413,10,128,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,5.4300,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
413,11,128,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0.073000,1248,77,10,4,157,10.1300,0.5176,35.490,1,535,11528,28.6,71.4,42.9,57.1
413,14,128,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0.073000,1242,77,10,4,157,11.7500,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
413,15,128,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.073000,1276,77,10,4,157,23.2000,0.5319,36.471,1,535,11528,14.3,85.7,14.3,85.7
413,17,128,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,12.9500,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
413,18,128,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0.073000,1242,77,10,4,157,11.2300,0.5175,35.487,1,535,11528,42.9,57.1,14.3,85.7
413,19,128,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0.073000,1192,77,10,4,148,16.9300,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
413,21,128,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0.073000,1242,77,10,4,157,11.2100,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
413,22,128,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0.073000,1238,77,10,4,157,11.1300,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
413,27,128,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,12.9700,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
413,28,128,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0.073000,1238,77,10,4,157,11.4500,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
414,0,128,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.073000,1238,77,10,4,157,4.7600,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
414,2,128,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.073000,1246,77,10,4,157,11.7800,0.5175,35.487,1,535,11528,42.9,57.1,14.3,85.7
414,3,128,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,23.2000,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
414,5,128,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0.073000,1192,77,10,4,148,13.9500,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
414,6,128,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.073000,819,55,6,4,137,2.7900,0.3537,24.252,1,535,11528,100.0,0.0,14.3,85.7
414,8,128,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,23.1900,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
414,12,128,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0.073000,1238,77,10,4,157,9.7400,0.5176,35.490,1,535,11528,42.9,57.1,42.9,57.1
414,13,128,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.073000,1238,77,10,4,157,3.5500,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
414,16,128,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0.073000,1246,77,10,4,157,11.4600,0.5175,35.487,1,535,11528,71.4,28.6,14.3,85.7
414,19,128,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,13.0100,0.5176,35.490,1,535,11528,57.1,42.9,14.3,85.7
414,20,128,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.073000,1192,77,10,4,148,15.5300,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
414,21,128,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.074000,1271,76,10,4,155,2.9200,0.5322,36.493,1,535,11528,14.3,85.7,14.3,85.7
414,22,128,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,23.2000,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
414,24,128,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0.073000,1238,76,10,4,155,2.8200,0.5175,35.487,1,535,11528,42.9,57.1,14.3,85.7
414,29,128,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,23.2000,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
415,1,128,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0.073000,1238,77,10,4,157,2.8400,0.5176,35.490,1,535,11528,85.7,14.3,14.3,85.7
415,3,128,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0.073000,1238,77,10,4,157,10.0000,0.5176,35.490,1,535,11528,71.4,28.6,28.6,71.4
415,5,128,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0.073000,1242,77,10,4,157,12.8200,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
415,6,128,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,11.2200,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
415,7,128,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0.073000,1192,77,10,4,148,11.4000,0.5176,35.490,1,535,11528,57.1,42.9,0.0,100.0
415,8,128,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.073000,1238,77,10,4,157,12.1000,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
415,9,128,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0.073000,1238,77,10,4,157,9.7100,0.5176,35.490,1,535,11528,42.9,57.1,42.9,57.1
415,10,128,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.073000,1238,77,10,4,157,23.1900,0.5176,35.490,1,535,11528,14.3,85.7,28.6,71.4
415,12,128,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0.073000,1238,77,10,4,157,10.5900,0.5176,35.490,1,535,11528,42.9,57.1,28.6,71.4
415,14,128,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0.073000,1192,77,10,4,148,14.5400,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
415,15,128,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0.073000,1192,77,10,4,148,12.4800,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
415,17,128,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,11.7700,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
415,18,128,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0.073000,1238,77,10,4,157,10.7400,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
415,19,128,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0.073000,1239,77,10,4,157,10.0900,0.5176,35.490,1,535,11528,57.1,42.9,42.9,57.1
415,20,128,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.073000,1239,77,10,4,157,10.5700,0.5176,35.490,1,535,11528,57.1,42.9,42.9,57.1
415,21,128,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,11.7700,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
415,27,128,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.073000,1238,77,10,4,157,3.9000,0.5176,35.490,1,535,11528,0.0,100.0,14.3,85.7
416,0,128,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0.073000,1243,77,10,4,157,10.1200,0.5175,35.487,1,535,11528,14.3,85.7,28.6,71.4
416,2,128,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.073000,1242,77,10,4,157,11.1400,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
416,4,128,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0.073000,1196,77,10,4,148,11.0900,0.5175,35.487,1,535,11528,71.4,28.6,0.0,100.0
416,10,128,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0.073000,1242,77,10,4,157,12.1100,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
416,11,128,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0.073000,1238,77,10,4,157,2.5500,0.5176,35.490,1,535,11528,57.1,42.9,14.3,85.7
416,16,128,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0.073000,1238,77,10,4,157,12.0100,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
416,19,128,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0.073000,1239,77,10,4,157,7.8600,0.5176,35.490,1,535,11528,57.1,42.9,57.1,42.9
416,21,128,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0.073000,1244,77,10,4,157,7.1600,0.5175,35.487,1,535,11528,28.6,71.4,14.3,85.7
416,24,128,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0.073000,819,54,6,4,135,2.1200,0.3533,24.226,1,535,11528,100.0,0.0,14.3,85.7
416,28,128,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0.073000,1239,77,10,4,157,6.8500,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
417,0,128,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0.073000,1192,77,10,4,148,14.7400,0.5176,35.490,1,535,11528,42.9,57.1,0.0,100.0
417,3,128,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0.073000,1238,77,10,4,157,9.9200,0.5176,35.490,1,535,11528,85.7,14.3,28.6,71.4
417,8,128,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.073000,1269,76,10,4,155,10.4000,0.5322,36.493,1,535,11528,14.3,85.7,14.3,85.7
417,10,128,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0.073000,1192,77,10,4,148,12.6500,0.5176,35.490,1,535,11528,28.6,71.4,0.0,100.0
417,12,128,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0.073000,1272,77,10,4,157,10.5900,0.5318,36.469,1,535,11528,28.6,71.4,28.6,71.4
417,13,128,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,23.2000,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
417,15,128,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0.073000,1242,77,10,4,157,12.7300,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
417,25,128,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.073000,1272,77,10,4,157,10.1200,0.5318,36.469,1,535,11528,28.6,71.4,28.6,71.4
418,1,128,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0.073000,1242,77,10,4,157,12.8200,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
418,5,128,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.073000,1242,76,10,4,155,17.2400,0.5175,35.487,1,535,11528,14.3,85.7,42.9,57.1
418,8,128,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0.073000,1246,77,10,4,157,10.6000,0.5175,35.487,1,535,11528,71.4,28.6,14.3,85.7
418,13,128,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0.073000,1241,77,10,4,157,10.5900,0.5175,35.487,1,535,11528,14.3,85.7,28.6,71.4
418,17,128,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.073000,1242,77,10,4,157,12.9700,0.5176,35.490,1,535,11528,42.9,57.1,14.3,85.7
418,18,128,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0.073000,1239,77,10,4,157,23.1900,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
418,20,128,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0.073000,1192,77,10,4,148,11.0700,0.5176,35.490,1,535,11528,57.1,42.9,0.0,100.0
418,21,128,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,11.2200,0.5176,35.490,1,535,11528,57.1,42.9,28.6,71.4
418,28,128,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0.073000,1238,77,10,4,157,2.3100,0.5176,35.490,1,535,11528,85.7,14.3,14.3,85.7
418,29,128,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.073000,1241,77,10,4,157,2.8200,0.5176,35.490,1,535,11528,28.6,71.4,14.3,85.7
419,1,128,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0.073000,1238,77,10,4,157,3.3100,0.5176,35.490,1,535,11528,57.1,42.9,14.3,85.7
419,5,128,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0.073000,1242,77,10,4,157,17.4000,0.5176,35.490,1,535,11528,28.6,71.4,28.6,71.4
