generation,solution_id,fft_size,s0_mult,s0_add,s1_mult,s1_add,s2_mult,s2_add,s3_mult,s3_add,s4_mult,s4_add,s5_mult,s5_add,s6_mult,s6_add,s7_mult,s7_add,s8_mult,s8_add,power_W,area_LUTs,lutrams,dsps,brams,ffs,sqnr_dB,norm_latency,crit_delay_ns,meets_timing,avg_exec_cycles,tot_sim_cycles,fp4_mult_pct,fp8_mult_pct,fp4_add_pct,fp8_add_pct
608,12,512,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0.076000,1996,78,13,4,627,10.8700,0.8014,42.740,1,2415,49104,33.3,66.7,11.1,88.9
608,13,512,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0.076000,1991,78,13,4,627,1.9900,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
608,14,512,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0.076000,1988,78,13,4,627,9.3500,0.8012,42.729,1,2415,49104,11.1,88.9,44.4,55.6
608,15,512,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,13.1900,0.8012,42.729,1,2415,49104,33.3,66.7,22.2,77.8
608,16,512,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.076000,1992,78,13,4,627,11.4000,0.8012,42.729,1,2415,49104,33.3,66.7,44.4,55.6
608,17,512,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0.076000,1994,78,13,4,627,9.6900,0.8325,44.401,1,2415,49104,44.4,55.6,44.4,55.6
608,18,512,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0.076000,1988,78,13,4,627,3.9600,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
608,19,512,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0.076000,1991,78,13,4,627,2.1200,0.8012,42.729,1,2415,49104,11.1,88.9,11.1,88.9
608,20,512,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.076000,1991,78,13,4,627,9.2900,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
608,21,512,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,8.9600,0.8325,44.401,1,2415,49104,88.9,11.1,88.9,11.1
608,22,512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.076000,1938,78,13,4,618,12.6200,0.8012,42.729,1,2415,49104,11.1,88.9,0.0,100.0
608,23,512,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.076000,1988,78,13,4,627,9.8300,0.8012,42.729,1,2415,49104,44.4,55.6,44.4,55.6
608,24,512,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,10.4800,0.8012,42.729,1,2415,49104,44.4,55.6,33.3,66.7
608,25,512,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.075000,1393,63,9,4,621,9.6700,0.5530,29.493,1,2415,49104,100.0,0.0,22.2,77.8
608,26,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.075000,1389,63,9,4,621,8.9000,0.5530,29.493,1,2415,49104,100.0,0.0,77.8,22.2
608,27,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.076000,1997,78,13,4,627,9.5100,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
608,28,512,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0.076000,1944,78,13,4,618,13.1100,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
608,29,512,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.076000,2002,78,13,4,627,9.5300,0.8012,42.729,1,2415,49104,33.3,66.7,44.4,55.6
609,0,512,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,8.9500,0.8325,44.401,1,2415,49104,88.9,11.1,88.9,11.1
609,1,512,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0.076000,1944,78,13,4,618,9.7800,0.8012,42.729,1,2415,49104,88.9,11.1,0.0,100.0
609,2,512,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0.076000,1994,78,13,4,627,9.5300,0.8012,42.729,1,2415,49104,33.3,66.7,44.4,55.6
609,3,512,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0.076000,1946,78,13,4,618,9.7200,0.8012,42.729,1,2415,49104,77.8,22.2,0.0,100.0
609,4,512,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,11.8300,0.8012,42.729,1,2415,49104,33.3,66.7,22.2,77.8
609,5,512,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0.076000,1991,78,13,4,627,9.3900,0.8325,44.401,1,2415,49104,55.6,44.4,55.6,44.4
609,6,512,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0.076000,1991,78,13,4,627,4.6200,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
609,7,512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.076000,1988,78,13,4,627,1.9200,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
609,8,512,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0.076000,1991,78,13,4,627,10.4000,0.8012,42.729,1,2415,49104,44.4,55.6,33.3,66.7
609,9,512,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1995,78,13,4,627,13.6200,0.8325,44.401,1,2415,49104,11.1,88.9,11.1,88.9
609,10,512,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0.076000,1990,78,13,4,627,3.3100,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
609,11,512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.076000,1997,78,13,4,627,9.3000,0.8012,42.729,1,2415,49104,77.8,22.2,88.9,11.1
609,12,512,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,13.7200,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
609,13,512,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0.076000,1992,78,13,4,627,9.6700,0.8014,42.740,1,2415,49104,44.4,55.6,55.6,44.4
609,14,512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.076000,1991,78,13,4,627,9.1700,0.8012,42.729,1,2415,49104,77.8,22.2,88.9,11.1
609,15,512,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,12.2100,0.8012,42.729,1,2415,49104,11.1,88.9,22.2,77.8
609,16,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.076000,1997,78,13,4,627,9.3000,0.8325,44.401,1,2415,49104,88.9,11.1,88.9,11.1
609,17,512,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.076000,1944,78,13,4,618,9.8400,0.8012,42.729,1,2415,49104,88.9,11.1,0.0,100.0
609,18,512,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0.076000,1988,78,13,4,627,9.6700,0.8012,42.729,1,2415,49104,33.3,66.7,44.4,55.6
609,19,512,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0.076000,1994,78,13,4,627,9.9900,0.8014,42.740,1,2415,49104,88.9,11.1,11.1,88.9
609,20,512,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0.076000,1988,78,13,4,627,1.7100,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
609,21,512,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.076000,1944,78,13,4,618,13.0700,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
609,22,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.076000,1997,78,13,4,627,9.4100,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
609,23,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.075000,1392,63,9,4,621,8.9500,0.5525,29.467,1,2415,49104,100.0,0.0,88.9,11.1
609,24,512,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0.076000,1994,78,13,4,627,11.7000,0.8014,42.740,1,2415,49104,33.3,66.7,11.1,88.9
609,25,512,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0.076000,1993,78,13,4,627,10.0900,0.8012,42.729,1,2415,49104,33.3,66.7,33.3,66.7
609,27,512,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0.076000,1944,78,13,4,618,10.2500,0.8012,42.729,1,2415,49104,77.8,22.2,0.0,100.0
609,28,512,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.076000,1988,78,13,4,627,11.3400,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
609,29,512,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0.076000,1988,78,13,4,627,1.9100,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
610,0,512,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1990,78,13,4,627,8.4800,0.8325,44.401,1,2415,49104,11.1,88.9,11.1,88.9
610,1,512,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0.076000,1991,78,13,4,627,2.7100,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
610,2,512,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0.076000,1991,78,13,4,627,2.4700,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
610,3,512,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.076000,1996,78,13,4,627,11.0600,0.8014,42.740,1,2415,49104,33.3,66.7,11.1,88.9
610,4,512,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,8.9600,0.8012,42.729,1,2415,49104,88.9,11.1,88.9,11.1
610,5,512,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,4.7300,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
610,7,512,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.076000,1991,78,13,4,627,8.9300,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
610,8,512,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0.076000,1944,78,13,4,618,11.8400,0.8012,42.729,1,2415,49104,33.3,66.7,0.0,100.0
610,9,512,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,9.0300,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
610,10,512,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1988,78,13,4,627,7.0800,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
610,12,512,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0.076000,1994,78,13,4,627,10.0200,0.8014,42.740,1,2415,49104,88.9,11.1,11.1,88.9
610,13,512,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.076000,1997,78,13,4,627,11.9900,0.8012,42.732,1,2415,49104,33.3,66.7,11.1,88.9
610,14,512,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,8.9600,0.8012,42.729,1,2415,49104,77.8,22.2,88.9,11.1
610,15,512,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.076000,1988,78,13,4,627,5.2300,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
610,16,512,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,10.9300,0.8012,42.729,1,2415,49104,22.2,77.8,22.2,77.8
610,17,512,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1992,78,13,4,627,4.4700,0.8012,42.729,1,2415,49104,33.3,66.7,22.2,77.8
610,18,512,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1994,78,13,4,627,13.1900,0.8014,42.740,1,2415,49104,33.3,66.7,11.1,88.9
610,19,512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.075000,1389,63,9,4,621,8.9600,0.5530,29.493,1,2415,49104,100.0,0.0,77.8,22.2
610,20,512,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0.076000,1991,78,13,4,627,2.2900,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
610,21,512,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.076000,1988,78,13,4,627,3.4700,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
610,22,512,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.075000,1402,60,9,4,611,1.7000,0.5559,29.649,1,2415,49104,100.0,0.0,11.1,88.9
610,23,512,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.076000,1993,78,13,4,627,11.5600,0.8325,44.401,1,2415,49104,22.2,77.8,22.2,77.8
610,24,512,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.076000,1985,77,13,4,625,2.0000,0.8019,42.767,1,2415,49104,33.3,66.7,11.1,88.9
610,25,512,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076000,1993,78,13,4,627,1.3200,0.8012,42.729,1,2415,49104,77.8,22.2,88.9,11.1
610,26,512,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.075000,1393,63,9,4,621,8.9300,0.5530,29.493,1,2415,49104,100.0,0.0,66.7,33.3
610,27,512,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.076000,1944,78,13,4,618,9.8100,0.8012,42.729,1,2415,49104,88.9,11.1,0.0,100.0
610,28,512,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.076000,1996,78,13,4,627,11.4900,0.8012,42.732,1,2415,49104,22.2,77.8,11.1,88.9
610,29,512,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0.076000,1991,78,13,4,627,2.4500,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
611,0,512,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.075000,1389,63,9,4,621,2.2600,0.5530,29.493,1,2415,49104,100.0,0.0,11.1,88.9
611,1,512,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,10.9300,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
611,2,512,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0.076000,1991,78,13,4,627,9.7200,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
611,3,512,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,12.8600,0.8012,42.729,1,2415,49104,33.3,66.7,0.0,100.0
611,4,512,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.076000,1988,78,13,4,627,3.0500,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
611,5,512,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.076000,1988,78,13,4,627,1.7900,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
611,7,512,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.075000,1392,63,9,4,621,8.9500,0.5525,29.467,1,2415,49104,100.0,0.0,77.8,22.2
611,9,512,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.076000,1991,78,13,4,627,8.9900,0.8012,42.729,1,2415,49104,77.8,22.2,88.9,11.1
611,10,512,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.076000,1944,78,13,4,618,12.5200,0.8012,42.729,1,2415,49104,33.3,66.7,0.0,100.0
611,11,512,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,9.0100,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
611,13,512,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0.076000,1991,78,13,4,627,2.1200,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
611,14,512,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,18.7000,0.8012,42.729,1,2415,49104,11.1,88.9,0.0,100.0
611,18,512,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,13.2800,0.8012,42.729,1,2415,49104,33.3,66.7,0.0,100.0
611,19,512,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.076000,1991,78,13,4,627,2.6000,0.8012,42.729,1,2415,49104,44.4,55.6,11.1,88.9
611,20,512,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.076000,1944,78,13,4,618,12.1600,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
611,21,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.075000,1389,63,9,4,621,8.9600,0.5530,29.493,1,2415,49104,100.0,0.0,66.7,33.3
611,23,512,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0.076000,1994,78,13,4,627,9.9800,0.8014,42.740,1,2415,49104,88.9,11.1,11.1,88.9
611,24,512,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0.076000,1991,78,13,4,627,2.1500,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
611,25,512,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.075000,1390,63,9,4,621,9.4400,0.5525,29.467,1,2415,49104,100.0,0.0,33.3,66.7
611,26,512,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,3.9600,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
611,27,512,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.076000,1991,78,13,4,627,8.9300,0.8012,42.729,1,2415,49104,88.9,11.1,66.7,33.3
611,28,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.076000,1991,78,13,4,627,9.1700,0.8325,44.401,1,2415,49104,88.9,11.1,88.9,11.1
611,29,512,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,11.8300,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
612,1,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075000,1392,63,9,4,621,8.9500,0.5525,29.467,1,2415,49104,100.0,0.0,88.9,11.1
612,3,512,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.076000,1994,78,13,4,627,8.9900,0.8012,42.729,1,2415,49104,88.9,11.1,66.7,33.3
612,4,512,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.076000,1988,78,13,4,627,9.1800,0.8014,42.740,1,2415,49104,88.9,11.1,66.7,33.3
612,5,512,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.076000,1991,78,13,4,627,11.2200,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
612,7,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.075000,1392,63,9,4,621,8.9700,0.5525,29.467,1,2415,49104,100.0,0.0,66.7,33.3
612,9,512,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,16.2400,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
612,10,512,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.076000,1984,78,13,4,627,2.2200,0.8019,42.767,1,2415,49104,22.2,77.8,11.1,88.9
612,11,512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.076000,1991,78,13,4,627,9.2800,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
612,12,512,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0.076000,1988,78,13,4,627,1.9700,0.8012,42.729,1,2415,49104,44.4,55.6,11.1,88.9
612,13,512,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0.076000,1991,78,13,4,627,9.6500,0.8012,42.729,1,2415,49104,88.9,11.1,22.2,77.8
612,14,512,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,3.8100,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
612,15,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.076000,1991,78,13,4,627,9.3000,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
612,17,512,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0.076000,1991,78,13,4,627,2.1300,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
612,18,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.075000,1392,63,9,4,621,8.9600,0.5525,29.467,1,2415,49104,100.0,0.0,88.9,11.1
612,19,512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.075000,1392,63,9,4,621,8.9900,0.5525,29.467,1,2415,49104,100.0,0.0,88.9,11.1
612,21,512,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.076000,1994,78,13,4,627,8.9900,0.8012,42.729,1,2415,49104,88.9,11.1,66.7,33.3
612,22,512,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0.076000,1992,78,13,4,627,9.4300,0.8012,42.729,1,2415,49104,88.9,11.1,33.3,66.7
612,24,512,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,8.9600,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
612,25,512,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,14.6900,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
612,27,512,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1991,78,13,4,627,13.2200,0.8012,42.729,1,2415,49104,44.4,55.6,22.2,77.8
612,28,512,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,17.0200,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
612,29,512,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.075000,1392,63,9,4,621,1.9600,0.5525,29.467,1,2415,49104,100.0,0.0,11.1,88.9
613,3,512,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.076000,1991,78,13,4,627,9.2100,0.8012,42.729,1,2415,49104,88.9,11.1,77.8,22.2
613,4,512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.076000,1991,78,13,4,627,9.6000,0.8012,42.729,1,2415,49104,88.9,11.1,66.7,33.3
613,5,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.075000,1397,63,9,4,621,9.3700,0.5525,29.467,1,2415,49104,100.0,0.0,77.8,22.2
613,6,512,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0.076000,1996,78,13,4,627,9.4400,0.8012,42.729,1,2415,49104,88.9,11.1,22.2,77.8
613,7,512,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.076000,1991,78,13,4,627,8.9600,0.8012,42.729,1,2415,49104,88.9,11.1,55.6,44.4
613,8,512,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0.076000,1988,78,13,4,627,2.0900,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
613,9,512,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.075000,1389,63,9,4,621,1.3800,0.5530,29.493,1,2415,49104,100.0,0.0,11.1,88.9
613,10,512,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0.076000,1988,78,13,4,627,2.1400,0.8012,42.729,1,2415,49104,33.3,66.7,11.1,88.9
613,12,512,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,13.7200,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
613,13,512,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.076000,1944,78,13,4,618,12.9200,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
613,14,512,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0.076000,1985,77,13,4,625,2.1800,0.8019,42.767,1,2415,49104,33.3,66.7,11.1,88.9
613,15,512,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,8.9600,0.8012,42.729,1,2415,49104,88.9,11.1,88.9,11.1
613,16,512,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.075000,1393,63,9,4,621,8.9700,0.5530,29.493,1,2415,49104,100.0,0.0,55.6,44.4
613,18,512,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,15.9000,0.8012,42.729,1,2415,49104,11.1,88.9,0.0,100.0
613,19,512,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.076000,1996,78,13,4,627,9.4800,0.8012,42.729,1,2415,49104,88.9,11.1,22.2,77.8
613,20,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.075000,1392,63,9,4,621,8.9000,0.5525,29.467,1,2415,49104,100.0,0.0,77.8,22.2
613,21,512,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0.075000,1402,63,9,4,621,9.6300,0.5525,29.467,1,2415,49104,100.0,0.0,33.3,66.7
613,22,512,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0.076000,1991,78,13,4,627,2.6100,0.8012,42.729,1,2415,49104,22.2,77.8,11.1,88.9
613,24,512,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.076000,1993,78,13,4,627,8.9700,0.8012,42.729,1,2415,49104,77.8,22.2,66.7,33.3
613,25,512,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0.076000,1989,78,13,4,627,9.6200,0.8014,42.740,1,2415,49104,88.9,11.1,33.3,66.7
613,26,512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076000,1991,78,13,4,627,1.3100,0.8325,44.401,1,2415,49104,88.9,11.1,88.9,11.1
613,27,512,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076000,1944,78,13,4,618,16.4800,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
614,2,512,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.076000,1944,78,13,4,618,12.2400,0.8012,42.729,1,2415,49104,22.2,77.8,0.0,100.0
