generation,solution_id,fft_size,s0_mult,s0_add,s1_mult,s1_add,s2_mult,s2_add,s3_mult,s3_add,power_W,area_LUTs,lutrams,dsps,brams,ffs,sqnr_dB,norm_latency,crit_delay_ns,meets_timing,avg_exec_cycles,tot_sim_cycles,fp4_mult_pct,fp8_mult_pct,fp4_add_pct,fp8_add_pct
116,28,16,0,1,1,0,1,1,1,1,0.075000,1905,63,13,4,596,6.8400,0.5259,42.069,1,83,1628,25.0,75.0,25.0,75.0
117,4,16,1,1,1,0,1,1,1,1,0.075000,1904,63,13,4,596,9.5800,0.5259,42.069,1,83,1628,0.0,100.0,25.0,75.0
117,10,16,0,0,1,1,1,0,1,0,0.075000,1905,63,13,4,596,11.9100,0.5259,42.069,1,83,1628,25.0,75.0,75.0,25.0
117,11,16,0,1,1,1,1,0,1,1,0.075000,1905,63,13,4,596,5.7500,0.5259,42.069,1,83,1628,25.0,75.0,25.0,75.0
117,27,16,1,1,0,0,1,0,1,1,0.075000,1910,63,13,4,596,5.7200,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
118,16,16,0,0,1,0,1,1,1,1,0.075000,1903,63,13,4,596,23.6900,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
119,8,16,0,1,1,1,1,1,0,0,0.075000,1903,63,13,4,596,4.3300,0.5259,42.069,1,83,1628,50.0,50.0,25.0,75.0
119,21,16,0,1,1,0,0,1,1,1,0.075000,1908,63,13,4,596,6.5700,0.5259,42.069,1,83,1628,50.0,50.0,25.0,75.0
119,25,16,0,0,1,0,1,1,0,0,0.075000,1905,63,13,4,596,11.8600,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
119,27,16,0,1,1,1,1,0,0,1,0.075000,1905,63,13,4,596,4.1700,0.5259,42.069,1,83,1628,50.0,50.0,25.0,75.0
120,20,16,0,0,1,0,1,1,0,1,0.075000,1903,63,13,4,596,13.6100,0.5259,42.069,1,83,1628,50.0,50.0,50.0,50.0
120,26,16,1,0,1,0,1,0,0,0,0.074000,1455,49,13,4,592,10.9700,0.4241,33.929,1,83,1628,25.0,75.0,100.0,0.0
121,8,16,1,1,1,1,0,1,0,1,0.075000,1860,62,13,4,585,17.9100,0.5259,42.072,1,83,1628,50.0,50.0,0.0,100.0
122,9,16,1,1,0,0,0,1,1,0,0.075000,1903,63,13,4,596,5.2200,0.5259,42.069,1,83,1628,50.0,50.0,50.0,50.0
122,18,16,0,1,0,1,0,0,0,1,0.075000,1324,48,9,4,590,2.9000,0.3461,27.684,1,83,1628,100.0,0.0,25.0,75.0
122,20,16,0,0,1,0,0,1,0,0,0.075000,1905,63,13,4,596,11.6600,0.5259,42.069,1,83,1628,75.0,25.0,75.0,25.0
122,22,16,0,0,0,1,1,0,1,0,0.075000,1908,63,13,4,596,11.9100,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
122,26,16,0,1,1,0,0,0,0,0,0.075000,1910,63,13,4,596,2.7100,0.5259,42.069,1,83,1628,75.0,25.0,75.0,25.0
123,6,16,0,0,1,0,0,1,1,0,0.075000,1908,63,13,4,596,12.1500,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
123,14,16,1,1,1,1,1,0,0,1,0.075000,1905,63,13,4,596,8.1000,0.5259,42.069,1,83,1628,25.0,75.0,25.0,75.0
123,20,16,0,1,1,1,1,1,0,1,0.075000,1864,63,13,4,587,14.6800,0.5259,42.072,1,83,1628,50.0,50.0,0.0,100.0
123,24,16,1,1,1,0,0,1,1,0,0.075000,1903,63,13,4,596,5.2200,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
124,16,16,0,0,1,0,0,0,1,0,0.074000,1457,48,13,4,590,11.5400,0.4241,33.929,1,83,1628,50.0,50.0,100.0,0.0
126,26,16,0,0,1,1,0,0,1,1,0.075000,1890,62,13,4,594,12.3400,0.5371,42.967,1,83,1628,50.0,50.0,50.0,50.0
126,29,16,1,0,1,0,1,1,0,1,0.075000,1903,63,13,4,596,13.6100,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
127,11,16,1,0,1,1,1,0,0,1,0.075000,1903,63,13,4,596,11.2700,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
129,22,16,0,1,0,1,1,1,1,0,0.075000,1906,63,13,4,596,4.2200,0.5259,42.069,1,83,1628,50.0,50.0,25.0,75.0
131,14,16,1,1,0,1,0,1,0,0,0.075000,1903,63,13,4,596,5.1400,0.5259,42.069,1,83,1628,75.0,25.0,25.0,75.0
132,1,16,0,0,0,0,1,0,0,1,0.075000,1916,63,13,4,596,11.1500,0.5259,42.069,1,83,1628,75.0,25.0,75.0,25.0
132,28,16,1,1,0,0,0,0,0,1,0.075000,1910,63,13,4,596,4.6000,0.5259,42.069,1,83,1628,75.0,25.0,50.0,50.0
135,20,16,0,0,1,0,0,0,1,1,0.075000,1919,63,13,4,596,12.0200,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
136,12,16,1,1,1,0,0,1,1,1,0.075000,1905,63,13,4,596,8.8600,0.5259,42.069,1,83,1628,25.0,75.0,25.0,75.0
137,18,16,1,1,0,0,0,1,0,0,0.075000,1903,63,13,4,596,4.5600,0.5259,42.069,1,83,1628,75.0,25.0,50.0,50.0
137,24,16,0,1,1,1,1,0,1,0,0.075000,1903,63,13,4,596,3.8400,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
143,28,16,1,1,1,0,0,0,0,1,0.075000,1913,63,13,4,596,4.6000,0.5259,42.069,1,83,1628,50.0,50.0,50.0,50.0
144,7,16,0,1,0,0,1,0,1,0,0.075000,1913,63,13,4,596,3.1500,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
144,20,16,1,0,1,1,0,1,1,0,0.075000,1910,63,13,4,596,12.4300,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
146,7,16,0,1,1,0,0,0,1,1,0.075000,1913,63,13,4,596,3.6000,0.5259,42.069,1,83,1628,50.0,50.0,50.0,50.0
149,5,16,1,1,1,0,1,1,0,1,0.075000,1905,63,13,4,596,7.2200,0.5259,42.069,1,83,1628,25.0,75.0,25.0,75.0
149,6,16,1,0,0,0,1,1,0,0,0.075000,1908,63,13,4,596,11.8600,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
149,15,16,1,0,1,1,0,1,0,0,0.075000,1913,63,13,4,596,11.8400,0.5259,42.069,1,83,1628,50.0,50.0,50.0,50.0
153,26,16,1,1,1,0,1,0,1,1,0.075000,1909,63,13,4,596,5.7200,0.5259,42.069,1,83,1628,0.0,100.0,50.0,50.0
155,2,16,1,0,1,1,1,0,0,0,0.075000,1905,63,13,4,596,11.0900,0.5259,42.069,1,83,1628,25.0,75.0,75.0,25.0
159,0,16,0,1,0,0,1,1,1,0,0.075000,1906,63,13,4,596,3.8300,0.5259,42.069,1,83,1628,50.0,50.0,50.0,50.0
159,15,16,1,0,0,1,0,0,0,1,0.075000,1903,63,13,4,596,11.2600,0.5259,42.069,1,83,1628,75.0,25.0,50.0,50.0
159,24,16,1,0,1,0,0,1,0,0,0.075000,1908,63,13,4,596,11.6600,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
169,28,16,1,1,0,0,0,0,1,1,0.075000,1897,63,13,4,596,5.7200,0.5371,42.967,1,83,1628,50.0,50.0,50.0,50.0
172,21,16,1,0,1,0,0,1,0,1,0.075000,1905,62,13,4,594,13.4400,0.5259,42.069,1,83,1628,50.0,50.0,50.0,50.0
191,10,16,1,0,1,0,0,0,0,0,0.074000,1457,48,13,4,590,10.9600,0.4241,33.929,1,83,1628,50.0,50.0,100.0,0.0
191,11,16,0,0,1,1,0,0,1,0,0.075000,1908,63,13,4,596,11.8500,0.5259,42.069,1,83,1628,50.0,50.0,75.0,25.0
193,11,16,1,1,1,0,0,0,1,1,0.075000,1910,63,13,4,596,5.7200,0.5259,42.069,1,83,1628,25.0,75.0,50.0,50.0
193,12,16,1,1,0,1,1,0,1,1,0.075000,1905,63,13,4,596,7.8000,0.5259,42.069,1,83,1628,25.0,75.0,25.0,75.0
